,locality,proprety_type,price,bedrooms,area,equipped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface,surface_plot,facades,state,swimming_pool
11033,3080 Tervuren,Exceptional property,2500000,10.0,427.0,Hyper equipped,0.0,,1.0,50.0,1.0,800.0,427.0,1065.0,4.0, Good,1.0
11034,1950 Kraainem,Exceptional property,1850000,6.0,,USA hyper equipped,0.0,,1.0,85.0,1.0,1650.0,,2500.0,4.0, As new,1.0
11035,4690 Bassenge,Exceptional property,449000,5.0,277.0,USA hyper equipped,0.0,,1.0,44.0,1.0,228.0,277.0,954.0,4.0, As new,1.0
11036,3080 Tervuren,Exceptional property,2500000,10.0,427.0,Hyper equipped,0.0,,1.0,50.0,1.0,800.0,427.0,1065.0,4.0, Good,1.0
11037,1950 Kraainem,Exceptional property,1850000,6.0,,USA hyper equipped,0.0,,1.0,85.0,1.0,1650.0,,2500.0,4.0, As new,1.0
11038,4690 Bassenge,Exceptional property,449000,5.0,277.0,USA hyper equipped,0.0,,1.0,44.0,1.0,228.0,277.0,954.0,4.0, As new,1.0
11039,3080 Tervuren,Exceptional property,2500000,10.0,427.0,Hyper equipped,0.0,,1.0,50.0,1.0,800.0,427.0,1065.0,4.0, Good,1.0
11040,1950 Kraainem,Exceptional property,1850000,6.0,,USA hyper equipped,0.0,,1.0,85.0,1.0,1650.0,,2500.0,4.0, As new,1.0
11041,4690 Bassenge,Exceptional property,449000,5.0,277.0,USA hyper equipped,0.0,,1.0,44.0,1.0,228.0,277.0,954.0,4.0, As new,1.0
11042,3080 Tervuren,Exceptional property,2500000,10.0,427.0,Hyper equipped,0.0,,1.0,50.0,1.0,800.0,427.0,1065.0,4.0, Good,1.0
11043,1950 Kraainem,Exceptional property,1850000,6.0,,USA hyper equipped,0.0,,1.0,85.0,1.0,1650.0,,2500.0,4.0, As new,1.0
11044,4690 Bassenge,Exceptional property,449000,5.0,277.0,USA hyper equipped,0.0,,1.0,44.0,1.0,228.0,277.0,954.0,4.0, As new,1.0
11045,3080 Tervuren,Exceptional property,2500000,10.0,427.0,Hyper equipped,0.0,,1.0,50.0,1.0,800.0,427.0,1065.0,4.0, Good,1.0
11046,1950 Kraainem,Exceptional property,1850000,6.0,,USA hyper equipped,0.0,,1.0,85.0,1.0,1650.0,,2500.0,4.0, As new,1.0
11047,4690 Bassenge,Exceptional property,449000,5.0,277.0,USA hyper equipped,0.0,,1.0,44.0,1.0,228.0,277.0,954.0,4.0, As new,1.0
11048,3080 Tervuren,Exceptional property,2500000,10.0,427.0,Hyper equipped,0.0,,1.0,50.0,1.0,800.0,427.0,1065.0,4.0, Good,1.0
11049,1950 Kraainem,Exceptional property,1850000,6.0,,USA hyper equipped,0.0,,1.0,85.0,1.0,1650.0,,2500.0,4.0, As new,1.0
11050,4690 Bassenge,Exceptional property,449000,5.0,277.0,USA hyper equipped,0.0,,1.0,44.0,1.0,228.0,277.0,954.0,4.0, As new,1.0
11051,3080 Tervuren,Exceptional property,2500000,10.0,427.0,Hyper equipped,0.0,,1.0,50.0,1.0,800.0,427.0,1065.0,4.0, Good,1.0
11052,1950 Kraainem,Exceptional property,1850000,6.0,,USA hyper equipped,0.0,,1.0,85.0,1.0,1650.0,,2500.0,4.0, As new,1.0
11053,4690 Bassenge,Exceptional property,449000,5.0,277.0,USA hyper equipped,0.0,,1.0,44.0,1.0,228.0,277.0,954.0,4.0, As new,1.0
11054,3080 Tervuren,Exceptional property,2500000,10.0,427.0,Hyper equipped,0.0,,1.0,50.0,1.0,800.0,427.0,1065.0,4.0, Good,1.0
11055,1950 Kraainem,Exceptional property,1850000,6.0,,USA hyper equipped,0.0,,1.0,85.0,1.0,1650.0,,2500.0,4.0, As new,1.0
11056,4690 Bassenge,Exceptional property,449000,5.0,277.0,USA hyper equipped,0.0,,1.0,44.0,1.0,228.0,277.0,954.0,4.0, As new,1.0
11057,3080 Tervuren,Exceptional property,2500000,10.0,427.0,Hyper equipped,0.0,,1.0,50.0,1.0,800.0,427.0,1065.0,4.0, Good,1.0
11058,1950 Kraainem,Exceptional property,1850000,6.0,,USA hyper equipped,0.0,,1.0,85.0,1.0,1650.0,,2500.0,4.0, As new,1.0
11059,4690 Bassenge,Exceptional property,449000,5.0,277.0,USA hyper equipped,0.0,,1.0,44.0,1.0,228.0,277.0,954.0,4.0, As new,1.0
11060,3080 Tervuren,Exceptional property,2500000,10.0,427.0,Hyper equipped,0.0,,1.0,50.0,1.0,800.0,427.0,1065.0,4.0, Good,1.0
11061,1950 Kraainem,Exceptional property,1850000,6.0,,USA hyper equipped,0.0,,1.0,85.0,1.0,1650.0,,2500.0,4.0, As new,1.0
11062,4690 Bassenge,Exceptional property,449000,5.0,277.0,USA hyper equipped,0.0,,1.0,44.0,1.0,228.0,277.0,954.0,4.0, As new,1.0
11063,3080 Tervuren,Exceptional property,2500000,10.0,427.0,Hyper equipped,0.0,,1.0,50.0,1.0,800.0,427.0,1065.0,4.0, Good,1.0
11064,1950 Kraainem,Exceptional property,1850000,6.0,,USA hyper equipped,0.0,,1.0,85.0,1.0,1650.0,,2500.0,4.0, As new,1.0
11065,4690 Bassenge,Exceptional property,449000,5.0,277.0,USA hyper equipped,0.0,,1.0,44.0,1.0,228.0,277.0,954.0,4.0, As new,1.0
11066,3080 Tervuren,Exceptional property,2500000,10.0,427.0,Hyper equipped,0.0,,1.0,50.0,1.0,800.0,427.0,1065.0,4.0, Good,1.0
11067,1950 Kraainem,Exceptional property,1850000,6.0,,USA hyper equipped,0.0,,1.0,85.0,1.0,1650.0,,2500.0,4.0, As new,1.0
11068,4690 Bassenge,Exceptional property,449000,5.0,277.0,USA hyper equipped,0.0,,1.0,44.0,1.0,228.0,277.0,954.0,4.0, As new,1.0
11069,3080 Tervuren,Exceptional property,2500000,10.0,427.0,Hyper equipped,0.0,,1.0,50.0,1.0,800.0,427.0,1065.0,4.0, Good,1.0
11070,1950 Kraainem,Exceptional property,1850000,6.0,,USA hyper equipped,0.0,,1.0,85.0,1.0,1650.0,,2500.0,4.0, As new,1.0
11071,4690 Bassenge,Exceptional property,449000,5.0,277.0,USA hyper equipped,0.0,,1.0,44.0,1.0,228.0,277.0,954.0,4.0, As new,1.0
11072,3080 Tervuren,Exceptional property,2500000,10.0,427.0,Hyper equipped,0.0,,1.0,50.0,1.0,800.0,427.0,1065.0,4.0, Good,1.0
11073,1950 Kraainem,Exceptional property,1850000,6.0,,USA hyper equipped,0.0,,1.0,85.0,1.0,1650.0,,2500.0,4.0, As new,1.0
11074,4690 Bassenge,Exceptional property,449000,5.0,277.0,USA hyper equipped,0.0,,1.0,44.0,1.0,228.0,277.0,954.0,4.0, As new,1.0
11075,3080 Tervuren,Exceptional property,2500000,10.0,427.0,Hyper equipped,0.0,,1.0,50.0,1.0,800.0,427.0,1065.0,4.0, Good,1.0
11076,1950 Kraainem,Exceptional property,1850000,6.0,,USA hyper equipped,0.0,,1.0,85.0,1.0,1650.0,,2500.0,4.0, As new,1.0
11077,4690 Bassenge,Exceptional property,449000,5.0,277.0,USA hyper equipped,0.0,,1.0,44.0,1.0,228.0,277.0,954.0,4.0, As new,1.0
11078,3080 Tervuren,Exceptional property,2500000,10.0,427.0,Hyper equipped,0.0,,1.0,50.0,1.0,800.0,427.0,1065.0,4.0, Good,1.0
11079,1950 Kraainem,Exceptional property,1850000,6.0,,USA hyper equipped,0.0,,1.0,85.0,1.0,1650.0,,2500.0,4.0, As new,1.0
11080,4690 Bassenge,Exceptional property,449000,5.0,277.0,USA hyper equipped,0.0,,1.0,44.0,1.0,228.0,277.0,954.0,4.0, As new,1.0
11081,3080 Tervuren,Exceptional property,2500000,10.0,427.0,Hyper equipped,0.0,,1.0,50.0,1.0,800.0,427.0,1065.0,4.0, Good,1.0
11082,1950 Kraainem,Exceptional property,1850000,6.0,,USA hyper equipped,0.0,,1.0,85.0,1.0,1650.0,,2500.0,4.0, As new,1.0
11083,4690 Bassenge,Exceptional property,449000,5.0,277.0,USA hyper equipped,0.0,,1.0,44.0,1.0,228.0,277.0,954.0,4.0, As new,1.0
11084,3080 Tervuren,Exceptional property,2500000,10.0,427.0,Hyper equipped,0.0,,1.0,50.0,1.0,800.0,427.0,1065.0,4.0, Good,1.0
11085,1950 Kraainem,Exceptional property,1850000,6.0,,USA hyper equipped,0.0,,1.0,85.0,1.0,1650.0,,2500.0,4.0, As new,1.0
11086,4690 Bassenge,Exceptional property,449000,5.0,277.0,USA hyper equipped,0.0,,1.0,44.0,1.0,228.0,277.0,954.0,4.0, As new,1.0
11087,3080 Tervuren,Exceptional property,2500000,10.0,427.0,Hyper equipped,0.0,,1.0,50.0,1.0,800.0,427.0,1065.0,4.0, Good,1.0
11088,1950 Kraainem,Exceptional property,1850000,6.0,,USA hyper equipped,0.0,,1.0,85.0,1.0,1650.0,,2500.0,4.0, As new,1.0
11089,4690 Bassenge,Exceptional property,449000,5.0,277.0,USA hyper equipped,0.0,,1.0,44.0,1.0,228.0,277.0,954.0,4.0, As new,1.0
11090,3080 Tervuren,Exceptional property,2500000,10.0,427.0,Hyper equipped,0.0,,1.0,50.0,1.0,800.0,427.0,1065.0,4.0, Good,1.0
11091,1950 Kraainem,Exceptional property,1850000,6.0,,USA hyper equipped,0.0,,1.0,85.0,1.0,1650.0,,2500.0,4.0, As new,1.0
11092,4690 Bassenge,Exceptional property,449000,5.0,277.0,USA hyper equipped,0.0,,1.0,44.0,1.0,228.0,277.0,954.0,4.0, As new,1.0
11093,3080 Tervuren,Exceptional property,2500000,10.0,427.0,Hyper equipped,0.0,,1.0,50.0,1.0,800.0,427.0,1065.0,4.0, Good,1.0
11094,1950 Kraainem,Exceptional property,1850000,6.0,,USA hyper equipped,0.0,,1.0,85.0,1.0,1650.0,,2500.0,4.0, As new,1.0
11095,4690 Bassenge,Exceptional property,449000,5.0,277.0,USA hyper equipped,0.0,,1.0,44.0,1.0,228.0,277.0,954.0,4.0, As new,1.0
11096,3080 Tervuren,Exceptional property,2500000,10.0,427.0,Hyper equipped,0.0,,1.0,50.0,1.0,800.0,427.0,1065.0,4.0, Good,1.0
11097,1950 Kraainem,Exceptional property,1850000,6.0,,USA hyper equipped,0.0,,1.0,85.0,1.0,1650.0,,2500.0,4.0, As new,1.0
11098,4690 Bassenge,Exceptional property,449000,5.0,277.0,USA hyper equipped,0.0,,1.0,44.0,1.0,228.0,277.0,954.0,4.0, As new,1.0
11099,3080 Tervuren,Exceptional property,2500000,10.0,427.0,Hyper equipped,0.0,,1.0,50.0,1.0,800.0,427.0,1065.0,4.0, Good,1.0
11100,1950 Kraainem,Exceptional property,1850000,6.0,,USA hyper equipped,0.0,,1.0,85.0,1.0,1650.0,,2500.0,4.0, As new,1.0
11101,4690 Bassenge,Exceptional property,449000,5.0,277.0,USA hyper equipped,0.0,,1.0,44.0,1.0,228.0,277.0,954.0,4.0, As new,1.0
11102,3080 Tervuren,Exceptional property,2500000,10.0,427.0,Hyper equipped,0.0,,1.0,50.0,1.0,800.0,427.0,1065.0,4.0, Good,1.0
11103,1950 Kraainem,Exceptional property,1850000,6.0,,USA hyper equipped,0.0,,1.0,85.0,1.0,1650.0,,2500.0,4.0, As new,1.0
11104,4420 Saint-Nicolas,Mixed-use building,65000,1.0,,,0.0,,,,,,,60.0,2.0,,
11105,6250 Roselies,Mixed-use building,65000,1.0,195.0,,,,,,,,195.0,125.0,4.0, Good,
11106,4420 Saint-Nicolas,Mixed-use building,69900,2.0,,,0.0,,,,,,,90.0,2.0, To renovate,
11107,6030 Marchienne-au-Pont,Mixed-use building,75000,3.0,,,,,,,,,,252.0,, To be done up,
11108,7012 Jemappes,Mixed-use building,75000,,,,,,,,,,,,, To renovate,
11109,6220 Fleurus,Mixed-use building,75000,,200.0,,0.0,,,,,,200.0,122.0,3.0, To renovate,
11110,4030 Lige Grivegne,Mixed-use building,79000,2.0,70.0,Semi equipped,0.0,,,,,,70.0,,2.0, To renovate,
11111,7012 Jemappes,Mixed-use building,79000,8.0,405.0,,,,,,,,405.0,175.0,2.0, To renovate,
11112,4420 Tilleur,Mixed-use building,79900,1.0,,,0.0,,1.0,19.0,,,,110.0,2.0, To renovate,
11113,6220 Fleurus,Mixed-use building,79900,2.0,150.0,,,,,,,,150.0,83.0,2.0, To renovate,
11114,4920 Aywaille,Mixed-use building,80000,,100.0,,,,,,,,100.0,183.0,4.0,,
11115,7370 Dour,Mixed-use building,85000,3.0,170.0,,0.0,,,,,,170.0,150.0,2.0, To renovate,
11116,6250 PONT-DE-LOUP,Mixed-use building,85000,2.0,102.0,,,,,,,,102.0,68.0,3.0, To be done up,
11117,7600 Pruwelz,Mixed-use building,85000,,170.0,Installed,0.0,,,,,,170.0,470.0,2.0,,
11118,7603 Bon-Secours,Mixed-use building,85000,,170.0,Installed,0.0,,,,,,170.0,470.0,2.0,,
11119,6560 Erquelinnes,Mixed-use building,87000,2.0,215.0,Installed,0.0,,1.0,55.0,,,215.0,270.0,2.0,,
11120,3110 Rotselaar,Mixed-use building,88000,,44.0,,0.0,,,,,,44.0,,3.0,,
11121,6060 Gilly,Mixed-use building,89000,1.0,120.0,Not installed,0.0,,,,,,120.0,,2.0, To be done up,
11122,4100 Seraing,Mixed-use building,90000,2.0,130.0,,0.0,,,,,,130.0,130.0,2.0, To renovate,
11123,7340 Colfontaine Wasmes,Mixed-use building,90000,2.0,276.0,Not installed,,,1.0,28.0,,,276.0,765.0,2.0, Good,
11124,4800 Verviers,Mixed-use building,95000,1.0,140.0,,,,,,1.0,60.0,140.0,185.0,2.0, To renovate,
11125,7880 Flobecq,Mixed-use building,95000,3.0,,,,,,,,,,445.0,2.0, To renovate,
11126,4100 Seraing,Mixed-use building,95000,,200.0,,,,,,,,200.0,,2.0, To renovate,
11127,6030 Marchienne-au-Pont,Mixed-use building,95000,2.0,,,,,,,,,,,2.0, Good,
11128,7140 Morlanwelz,Mixed-use building,99000,1.0,64.0,Semi equipped,0.0,,,,,,64.0,179.0,2.0, To be done up,
11129,6040 Jumet,Mixed-use building,99000,1.0,70.0,,,,,,,,70.0,590.0,3.0, Good,
11130,6200 CHATELIENAU,Mixed-use building,99000,,,,,,,,,,,,2.0, Good,
11131,9240 Zele,Mixed-use building,100000,3.0,,,,,,,,,,159.0,,,
11132,9600 Ronse,Mixed-use building,100000,1.0,,,,,,,,,,1531.0,4.0,,
11133,4800 Verviers,Mixed-use building,100000,2.0,168.0,Semi equipped,0.0,,,,,,168.0,70.0,2.0, To be done up,
11134,6030 Charleroi-Marchienne-au-Pont,Mixed-use building,100000,3.0,,USA semi equipped,0.0,,,,,,,100.0,2.0, To be done up,
11135,4800 Verviers,Mixed-use building,109000,2.0,93.0,Not installed,0.0,,,,,,93.0,,, Good,
11136,4100 Seraing,Mixed-use building,109000,,254.0,,,,,,,,254.0,,2.0, To renovate,
11137,6820 Fontenoille,Mixed-use building,110000,3.0,,,,,,,,,,,2.0, To renovate,
11138,6183 Trazegnies,Mixed-use building,110000,2.0,,,,,,,,,,,,,
11139,4100 Seraing,Mixed-use building,114900,4.0,140.0,USA semi equipped,,,,,,,140.0,100.0,2.0, To renovate,
11140,5540 Hastiere,Mixed-use building,115000,2.0,,Not installed,0.0,,,,,,,394.0,2.0, Good,
11141,6001 Marcinelle,Mixed-use building,118000,3.0,145.0,Installed,0.0,,,,1.0,120.0,145.0,205.0,2.0, To be done up,
11142,7130 Binche,Mixed-use building,119000,2.0,139.0,Not installed,0.0,,,,,,139.0,65.0,2.0, Good,
11143,6181 Courcelles Gouylez-Piton,Mixed-use building,120000,3.0,,Not installed,0.0,,,,,,,,2.0, Good,
11144,6030 Marchienne-au-Pont,Mixed-use building,120000,,176.0,,0.0,,,,,,176.0,420.0,,,
11145,2030 Antwerp,Mixed-use building,120000,2.0,90.0,,0.0,,1.0,8.0,,,90.0,,2.0, To renovate,
11146,7110 La Louvire Houdeng-Goegnies,Mixed-use building,120000,5.0,177.0,Semi equipped,0.0,,1.0,20.0,,,177.0,260.0,2.0, To be done up,
11147,6220 Fleurus,Mixed-use building,120000,2.0,150.0,,0.0,,,,,,150.0,90.0,2.0, To renovate,
11148,6590 Momignies,Mixed-use building,120000,,265.0,Installed,0.0,,,,,,265.0,620.0,2.0,,
11149,6040 Jumet,Mixed-use building,120000,2.0,140.0,,,,,,,,140.0,,3.0,,
11150,4032 Liege Chne,Mixed-use building,125000,1.0,105.0,Semi equipped,0.0,,,,,,105.0,,2.0, Good,
11151,9500 OVERBOELARE,Mixed-use building,125000,3.0,115.0,Not installed,0.0,,,,,,115.0,280.0,2.0, To renovate,
11152,6060 Gilly,Mixed-use building,125000,2.0,220.0,,,,,,,,220.0,,2.0, To renovate,
11153,7860 Lessines,Mixed-use building,125000,4.0,170.0,Installed,0.0,,1.0,30.0,,,170.0,170.0,3.0, To be done up,
11154,6567 Merbes-le-Chteau,Mixed-use building,125000,2.0,168.0,,,,,,,,168.0,,3.0,,
11155,7160 PIETON,Mixed-use building,129000,5.0,160.0,Semi equipped,0.0,,,,1.0,85.0,160.0,330.0,3.0, To be done up,
11156,9400 Ninove,Mixed-use building,129000,2.0,149.0,Installed,0.0,,1.0,11.0,,,149.0,129.0,2.0, To renovate,
11157,6690 Vielsalm,Mixed-use building,129000,3.0,,Installed,0.0,,,,,,,514.0,2.0,,
11158,9200 Dendermonde,Mixed-use building,6085000,,,,,,,,,,,,4.0,,
11159,1000 Bruxelles,Mixed-use building,5585000,6.0,600.0,,,,,,,,600.0,600.0,2.0, Just renovated,
11160,2000 Antwerp,Mixed-use building,5550000,4.0,1200.0,Installed,,,1.0,65.0,,,1200.0,563.0,4.0, Good,
11161,9300 Aalst,Mixed-use building,5000000,,,,,,,,,,,,2.0,,
11162,1040 Etterbeek,Mixed-use building,4900000,12.0,1400.0,,1.0,,1.0,50.0,,,1400.0,280.0,2.0, Good,
11163,1060 Saint-Gilles,Mixed-use building,4600000,,,,,,,,,,,820.0,,,
11164,9000 Gent,Mixed-use building,4300000,16.0,2417.0,Installed,0.0,,,,1.0,239.0,2417.0,965.0,2.0, To restore,
11165,7130 Binche,Mixed-use building,4222000,30.0,,,,,,,,,,1.0,2.0,,
11166,1080 Molenbeek-Saint-Jean,Mixed-use building,3990000,18.0,2343.0,,,,,,,,2343.0,,2.0,,
11167,1000 Bruxelles,Mixed-use building,3600000,,,,,,,,,,,600.0,2.0,,
11168,2000 Antwerp,Mixed-use building,3300000,31.0,,Installed,0.0,,,,,,,,2.0, Just renovated,
11169,1000 Bruxelles,Mixed-use building,3200000,,1038.0,Installed,0.0,,,,1.0,12.0,1038.0,490.0,2.0, Good,
11170,1000 Bruxelles,Mixed-use building,3200000,1.0,1425.0,Installed,0.0,,1.0,54.0,1.0,100.0,1425.0,500.0,2.0, Good,
11171,1050 Ixelles,Mixed-use building,3200000,1.0,1425.0,Installed,0.0,,1.0,54.0,1.0,100.0,1425.0,500.0,2.0, Good,
11172,1000 Bruxelles,Mixed-use building,3100000,30.0,,USA semi equipped,0.0,,,,,,,110.0,2.0, Good,
11173,1040 Etterbeek,Mixed-use building,3100000,,,,,,,,,,,,3.0,,
11174,1070 Anderlecht,Mixed-use building,2950000,,,,,,,,,,,2290.0,2.0, As new,
11175,8710 OOIGEM,Mixed-use building,2817145,3.0,3000.0,,0.0,,,,,,3000.0,3602.0,, Good,
11176,8501 Bissegem,Mixed-use building,2650000,,,Installed,,,,,,,,1168.0,, As new,
11177,4432 Ans Alleur,Mixed-use building,2550000,,2520.0,,,,,,,,2520.0,,4.0,,
11178,1050 Bruxelles-Quartier Louise,Mixed-use building,2520000,,750.0,,1.0,,1.0,24.0,1.0,39.0,750.0,193.0,2.0, As new,
11179,1050 Ixelles,Mixed-use building,2500000,,550.0,Semi equipped,0.0,,1.0,20.0,1.0,50.0,550.0,512.0,2.0, Good,
11180,3000 Leuven,Mixed-use building,2500000,8.0,,,,,,,,,,196.0,2.0,,
11181,1040 Etterbeek,Mixed-use building,2500000,,,,,,,,,,,504.0,2.0, As new,
11182,3300 Tienen,Mixed-use building,2450000,,3163.0,,0.0,,,,,,3163.0,1600.0,2.0, Good,
11183,3000 Leuven,Mixed-use building,2395000,,,,,,,,,,,287.0,, Good,
11184,2018 Antwerp,Mixed-use building,2375000,,,,,,,,,,,,2.0,,
11185,1070 Anderlecht,Mixed-use building,2350000,,,,,,,,,,,200050.0,, As new,
11186,7504 Tournai,Mixed-use building,2350000,,4700.0,,,,,,1.0,4000.0,4700.0,8500.0,4.0, Good,
11187,1000 Bruxelles,Mixed-use building,2250000,5.0,550.0,,0.0,,1.0,15.0,,,550.0,,2.0, As new,
11188,4000 Lige,Mixed-use building,2100000,13.0,,,,,,,,,,247.0,3.0, As new,
11189,4101 JEMEPPE,Mixed-use building,2000000,50.0,3000.0,Not installed,0.0,,,,,,3000.0,2443.0,,,
11190,2000 Antwerp,Mixed-use building,1999999,,800.0,,,,,,1.0,100.0,800.0,335.0,2.0,,
11191,1070 Anderlecht,Mixed-use building,1990000,,1750.0,Not installed,0.0,,,,,,1750.0,330.0,2.0, Good,
11192,8000 Brugge,Mixed-use building,1950000,3.0,175.0,USA hyper equipped,0.0,,1.0,20.0,1.0,30.0,175.0,386.0,3.0, To be done up,
11193,1470 Genappe,Mixed-use building,1950000,6.0,1280.0,Hyper equipped,,,,,,,1280.0,3723.0,4.0, Just renovated,
11194,1000 Brussels,Mixed-use building,1950000,,1200.0,Not installed,,,,,,,1200.0,309.0,2.0, Good,
11195,7850 Petit-Enghien,Mixed-use building,1945000,,,,,,,,,,,,,,
11196,1300 Wavre,Mixed-use building,1900000,,,,,,1.0,500.0,,,,5900.0,4.0, To restore,
11197,1300 LIMAL,Mixed-use building,1900000,,2400.0,,0.0,,,,,,2400.0,5893.0,,,
11198,1050 Ixelles,Mixed-use building,1890000,10.0,340.0,USA installed,,,,,,,340.0,80.0,2.0, As new,
11199,1082 Berchem-Sainte-Agathe,Mixed-use building,1879000,4.0,2130.0,Installed,0.0,,,,,,2130.0,2350.0,2.0, To be done up,
11200,4050 Chaudfontaine,Mixed-use building,1850000,4.0,,,,,,,,,,2036.0,4.0, As new,
11201,9620 Zottegem,Mixed-use building,1800000,,,,,,,,,,,,3.0,,
11202,1030 Schaerbeek,Mixed-use building,1750000,15.0,700.0,Semi equipped,0.0,,,,,,700.0,110.0,3.0,,
11203,4190 Ferrires,Mixed-use building,1750000,35.0,,Not installed,,,,,,,,22000.0,4.0, Good,
11204,3300 Tienen,Mixed-use building,1700000,,2288.0,,0.0,,,,1.0,120.0,2288.0,1070.0,2.0, Good,
11205,5100 Jambes,Mixed-use building,1695000,8.0,1500.0,Installed,,,1.0,100.0,,,1500.0,537.0,2.0, As new,
11206,6460 Chimay,Mixed-use building,130000,3.0,150.0,Installed,0.0,,1.0,8.0,,,150.0,50.0,2.0,,
11207,6200 Chtelet Chtelineau,Mixed-use building,130000,2.0,,,,,,,,,,,2.0, Good,
11208,6060 Gilly,Mixed-use building,135000,3.0,150.0,,0.0,,,,,,150.0,150.0,1.0, To renovate,
11209,7500 Tournai,Mixed-use building,135000,1.0,,,,,,,,,,56.0,1.0, To renovate,
11210,7130 Binche,Mixed-use building,135000,2.0,,,,,,,,,,100.0,,,
11211,7780 Comines,Mixed-use building,135900,2.0,172.0,Semi equipped,0.0,,,,,,172.0,,2.0, Good,
11212,4041 Herstal,Mixed-use building,139000,1.0,97.0,Installed,0.0,,,,,,97.0,53.0,3.0, As new,
11213,6041 Charleroi Gosselies,Mixed-use building,139000,4.0,228.0,Not installed,,,,,,,228.0,160.0,2.0, To renovate,
11214,6041 Charleroi,Mixed-use building,139000,3.0,70.0,,0.0,,,,,,70.0,73.0,2.0, To renovate,
11215,4100 Seraing,Mixed-use building,139000,2.0,234.0,,,,,,,,234.0,179.0,2.0, To be done up,
11216,6200 chtelineau,Mixed-use building,140000,,275.0,,0.0,,,,,,275.0,160.0,,,
11217,7134 Leval-Trahegnies,Mixed-use building,140000,2.0,,,,,,,,,,790.0,3.0, To renovate,
11218,6001 Marcinelle,Mixed-use building,142000,3.0,,,,,,,,,,580.0,3.0,,
11219,3110 Rotselaar,Mixed-use building,144000,,77.0,,0.0,,,,,,77.0,,3.0,,
11220,4000 Lige,Mixed-use building,145000,2.0,,,0.0,,,,1.0,76.0,,218.0,2.0, To renovate,
11221,6031 Monceau-sur-Sambre,Mixed-use building,145000,,165.0,,0.0,,,,,,165.0,128.0,,,
11222,9170 SINT-GILLIS-WAAS,Mixed-use building,145000,2.0,85.0,Semi equipped,0.0,,1.0,35.0,1.0,35.0,85.0,90.0,2.0, To renovate,
11223,7080 Frameries,Mixed-use building,145000,3.0,212.0,Semi equipped,0.0,,,,,,212.0,189.0,2.0, To renovate,
11224,5630 Cerfontaine,Mixed-use building,145000,2.0,190.0,Installed,0.0,,,,,,190.0,345.0,2.0,,
11225,4030 Liege,Mixed-use building,149000,3.0,400.0,Not installed,0.0,,1.0,9.0,,,400.0,205.0,2.0, To renovate,
11226,4040 Herstal,Mixed-use building,149000,3.0,134.0,Not installed,0.0,,1.0,17.0,1.0,61.0,134.0,143.0,3.0, To be done up,
11227,4800 Verviers,Mixed-use building,149000,1.0,63.0,Installed,0.0,,,,,,63.0,27.0,2.0, Good,
11228,2400 Mol,Mixed-use building,149000,2.0,164.0,,,,,,,,164.0,155.0,2.0, To renovate,
11229,4101 Seraing Jemeppesur-Meuse,Mixed-use building,149000,,120.0,Not installed,,,,,,,120.0,,2.0,,
11230,4101 Seraing,Mixed-use building,149000,2.0,,,,,,,,,,100.0,2.0,,
11231,4420 MONTEGNE,Mixed-use building,149000,,113.0,Semi equipped,0.0,,,,,,113.0,55.0,2.0, To renovate,
11232,6200 CHATELET,Mixed-use building,149999,2.0,330.0,Semi equipped,0.0,,,,,,330.0,180.0,3.0, Good,
11233,4000 Lige,Mixed-use building,150000,4.0,159.0,Not installed,,,,,,,159.0,,2.0, To renovate,
11234,1470 Genappe,Mixed-use building,150000,2.0,125.0,Not installed,0.0,,1.0,10.0,,,125.0,190.0,2.0, Just renovated,
11235,4000 Lige,Mixed-use building,150000,1.0,108.0,,,,,,,,108.0,288.0,2.0,,
11236,8710 OOIGEM,Mixed-use building,150000,1.0,200.0,,0.0,,,,,,200.0,200.0,,,
11237,4051 Chaudfontaine,Mixed-use building,150000,2.0,365.0,Installed,,,,,,,365.0,445.0,4.0, To renovate,
11238,6061 Montignies-sur-Sambre,Mixed-use building,150000,,,,,,,,,,,280.0,2.0, To be done up,
11239,6723 Habay,Mixed-use building,150000,5.0,342.0,Not installed,0.0,,,,1.0,87.0,342.0,260.0,3.0, To restore,
11240,6060 Gilly,Mixed-use building,150000,,250.0,,0.0,,,,,,250.0,285.0,,,
11241,5540 Hastire,Mixed-use building,150000,2.0,131.0,,0.0,,,,,,131.0,,2.0, To be done up,
11242,6140 Fontaine lEvque,Mixed-use building,150000,,260.0,,0.0,,,,,,260.0,180.0,,,
11243,7110 La Louvire Strpy-Bracquegnies,Mixed-use building,150000,3.0,120.0,Installed,0.0,,,,,,120.0,540.0,2.0, To renovate,
11244,6590 Momignies,Mixed-use building,150000,,175.0,,0.0,,,,,,175.0,,,,
11245,7390 Quaregnon,Mixed-use building,155000,4.0,,Installed,0.0,,,,,,,360.0,2.0, Good,
11246,4051 Chaudfontaine Vauxsous-Chvremont,Mixed-use building,155000,,,,,,,,,,,,3.0, To renovate,
11247,3300 Tienen,Mixed-use building,155000,3.0,,Installed,0.0,,1.0,40.0,,,,191.0,2.0, To be done up,
11248,4990 Lierneux,Mixed-use building,155000,2.0,,,0.0,,,,,,,45.0,3.0, Good,
11249,4101 Seraing Jemeppesur-Meuse,Mixed-use building,159000,2.0,100.0,Installed,0.0,,,,,,100.0,8355.0,2.0, To be done up,
