,locality,proprety_type,price,bedrooms,area,equipped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface,surface_plot,facades,state,swimming_pool
2617,4877 Olne,House,149000,2.0,117.0,Installed,,,,,,,117.0,890.0,4.0, Good,
2618,5002 Namur,House,149000,4.0,178.0,Semi equipped,0.0,,,,,,178.0,193.0,2.0, To renovate,
2619,5670 NISMES,House,149000,2.0,80.0,Semi equipped,0.0,,,,1.0,340.0,80.0,394.0,3.0, Good,
2620,7340 Colfontaine,House,149000,3.0,147.0,Semi equipped,0.0,,,,,,147.0,,2.0, Good,
2621,7700 Mouscron,House,149000,2.0,,Semi equipped,0.0,,,,,,,290.0,2.0, To renovate,
2622,8560 Wevelgem,House,149000,3.0,148.0,,0.0,,,,,,148.0,360.0,2.0, To renovate,
2623,6987 CHOUX,House,149000,2.0,57.0,Semi equipped,0.0,,1.0,20.0,1.0,1170.0,57.0,1170.0,4.0, To restore,
2624,7700 Mouscron,House,149000,2.0,100.0,Semi equipped,0.0,,,,,,100.0,89.0,2.0, Good,
2625,6001 Charleroi,House,149000,2.0,87.0,Installed,0.0,,,,1.0,540.0,87.0,540.0,2.0, Just renovated,
2626,4100 Seraing,House,149000,3.0,,Semi equipped,0.0,,,,,,,68.0,2.0, Good,
2627,4540 Amay,House,149000,4.0,214.0,,0.0,,,,,,214.0,150.0,2.0, To be done up,
2628,5300 SEILLES,House,149000,2.0,85.0,Semi equipped,0.0,,,,,,85.0,800.0,2.0,,
2629,7506 Tournai Willemeau,House,149000,3.0,100.0,Installed,0.0,,,,,,100.0,300.0,3.0, Just renovated,
2630,7780 Comines-Warneton,House,149000,2.0,150.0,Hyper equipped,0.0,,,,,,150.0,72.0,2.0, Good,
2631,8930 Menen,House,149000,3.0,100.0,,0.0,,,,1.0,50.0,100.0,,2.0, Good,
2632,6692 Petit-Thier,House,149000,2.0,74.0,,,,,,,,74.0,992.0,4.0, Good,
2633,7700 Mouscron,House,149000,3.0,,Semi equipped,0.0,,,,,,,571.0,2.0, To renovate,
2634,2470 Retie,House,149000,2.0,,Installed,0.0,,1.0,10.0,,,,757.0,4.0, Good,
2635,4460 Grce-Hollogne,House,149000,2.0,79.0,,,,,,1.0,65.0,79.0,148.0,2.0, To renovate,
2636,7134 Binche,House,149000,3.0,130.0,Installed,0.0,,1.0,31.0,1.0,300.0,130.0,385.0,3.0, To be done up,
2637,6020 Dampremy,House,149000,3.0,204.0,Semi equipped,0.0,,,,,,204.0,,, To be done up,
2638,7134 PRONNES-LEZ-BINCHE,House,149000,4.0,,Not installed,0.0,,,,,,,240.0,,,
2639,8930 Menen,House,149000,2.0,114.0,Semi equipped,0.0,,,,1.0,280.0,114.0,408.0,2.0, To renovate,
2640,1861 Wolvertem,House,149000,1.0,,Not installed,0.0,,,,,,,55.0,, To renovate,
2641,6460 Chimay,House,149000,3.0,,,0.0,,,,,,,80.0,2.0,,
2642,7700 Luingne,House,149000,2.0,80.0,Installed,0.0,,,,,,80.0,54.0,2.0, Just renovated,
2643,4400 FLEMALLE,House,149000,3.0,100.0,,0.0,,1.0,36.0,,,100.0,359.0,3.0, Good,
2644,6061 Montignies-sur-Sambre,House,149000,3.0,130.0,Installed,0.0,,,,1.0,50.0,130.0,102.0,3.0,,
2645,9130 Beveren Kieldrecht,House,149000,2.0,,,,,1.0,6.0,,,,64.0,2.0, To restore,
2646,2590 Berlaar,House,149000,2.0,36.0,,0.0,,,,,,36.0,255.0,2.0, To renovate,
2647,4100 Seraing,House,149000,2.0,,,,,,,1.0,130.0,,,3.0, To be done up,
2648,7390 Quaregnon,House,149000,4.0,140.0,Installed,0.0,,,,,,140.0,,2.0, Good,
2649,5001 Belgrade,House,149000,3.0,87.0,Installed,,,1.0,15.0,,,87.0,800.0,4.0, To renovate,
2650,7700 Mouscron,House,149000,4.0,,Installed,0.0,,,,,,,,2.0, Good,
2651,4801 Stembert,House,149000,5.0,,Not installed,0.0,,,,,,,252.0,,,
2652,8890 Dadizele,House,149000,5.0,110.0,,,,,,,,110.0,360.0,2.0, To renovate,
2653,4040 Herstal,House,149000,2.0,,,0.0,,,,1.0,900.0,,,4.0, To renovate,
2654,8500 Kortrijk,House,149000,3.0,,,,,,,,,,,2.0, To be done up,
2655,1357 Helecine,House,149000,4.0,185.0,,,,,,,,185.0,450.0,2.0, To renovate,
2656,9470 Denderleeuw,House,149000,1.0,,,,,,,,,,,, To renovate,
2657,5000 Namur,House,149000,2.0,150.0,,,,,,,,150.0,150.0,4.0, To be done up,
2658,6180 Courcelles,House,149000,3.0,,,,,,,,,,200.0,2.0, To be done up,
2659,7000 Mons,House,149000,2.0,80.0,Installed,0.0,,,,1.0,170.0,80.0,170.0,2.0,,
2660,6240 Farciennes,House,149000,2.0,,,,,,,,,,,2.0,,
2661,6560 Erquelinnes,House,149000,6.0,280.0,,0.0,,,,1.0,300.0,280.0,500.0,3.0,,
2662,9600 Ronse,House,149500,2.0,100.0,Semi equipped,0.0,,,,,,100.0,160.0,2.0, To be done up,
2663,9600 Ronse,House,149500,2.0,110.0,Semi equipped,0.0,,,,,,110.0,260.0,2.0, To be done up,
2664,4020 Lige Bressoux,House,149500,4.0,161.0,Semi equipped,0.0,,,,,,161.0,99.0,2.0, To renovate,
2665,4800 Verviers,House,149500,4.0,107.0,Installed,0.0,,1.0,12.0,,,107.0,50.0,2.0, To be done up,
2666,4100 Seraing,House,149500,3.0,140.0,USA semi equipped,1.0,,,,,,140.0,55.0,2.0, As new,
2667,7100 La Louvire,House,149500,4.0,140.0,Installed,0.0,,1.0,12.0,,,140.0,128.0,3.0, Good,
2668,4800 Verviers,House,149500,3.0,87.0,Installed,0.0,,,,,,87.0,29.0,2.0, Just renovated,
2669,2300 Turnhout,House,149500,3.0,125.0,,,,1.0,10.0,,,125.0,84.0,2.0, To renovate,
2670,7140 Morlanwelz,House,149500,3.0,138.0,Installed,0.0,,1.0,45.0,,,138.0,183.0,3.0, As new,
2671,5621 Morialme,House,149500,,,,0.0,,,,,,,,3.0,,
2672,5575 Gedinne,House,149500,4.0,220.0,Installed,0.0,,,,,,220.0,220.0,2.0, Good,
2673,4830 Limbourg,House,149500,3.0,,,,,,,,,,84.0,2.0, Good,
2674,9660 Nederbrakel,House,149800,3.0,185.0,Semi equipped,0.0,,1.0,20.0,1.0,140.0,185.0,239.0,2.0, To renovate,
2675,7300 Boussu,House,149800,4.0,,,,,,,,,,,3.0, As new,
2676,7321 Bernissart Blaton,House,149800,3.0,,,0.0,,,,,,,250.0,3.0, As new,
2677,8430 Middelkerke,House,149900,1.0,60.0,Installed,0.0,,,,,,60.0,,2.0, Good,
2678,7160 Godarville,House,149900,2.0,149.0,Installed,0.0,,1.0,20.0,1.0,520.0,149.0,620.0,2.0, Good,
2679,5002 SAINT-SERVAIS,House,149900,3.0,120.0,Semi equipped,0.0,,,,,,120.0,363.0,, To renovate,
2680,6141 Forchies la-Marche,House,149900,3.0,120.0,Installed,0.0,,1.0,20.0,,,120.0,120.0,3.0, To be done up,
2681,6042 Charleroi Lodelinsart,House,149900,4.0,177.0,Semi equipped,0.0,,1.0,20.0,1.0,150.0,177.0,250.0,2.0, To be done up,
2682,6060 Gilly,House,149900,3.0,167.0,Installed,0.0,,1.0,15.0,1.0,200.0,167.0,300.0,2.0, Good,
2683,6180 Courcelles,House,149900,3.0,125.0,Installed,0.0,,,,,,125.0,,2.0, To be done up,
2684,6040 Jumet,House,149900,2.0,,Not installed,0.0,,,,,,,,2.0, Good,
2685,2300 Turnhout,House,149900,2.0,84.0,,,,,,,,84.0,54.0,2.0,,
2686,6140 Fontaine-lEveque,House,149900,3.0,90.0,,,,1.0,20.0,1.0,131.0,90.0,,3.0,,
2687,8770 Ingelmunster,House,149900,5.0,143.0,Semi equipped,0.0,,,,1.0,66.0,143.0,150.0,2.0, To be done up,
2688,9500 Geraardsbergen,House,149900,4.0,220.0,,0.0,,,,,,220.0,240.0,2.0,,
2689,8430 Middelkerke,House,149900,1.0,,Not installed,0.0,,,,,,,,,,
2690,7110 STRPY-BRACQUEGNIES,House,149900,3.0,155.0,,0.0,,1.0,27.0,,,155.0,,2.0,,
2691,8930 Lauwe,House,149900,2.0,115.0,Installed,1.0,,,,,,115.0,62.0,, To be done up,
2692,6020 Dampremy,House,149995,2.0,110.0,Installed,0.0,,1.0,15.0,,,110.0,89.0,2.0, Good,
2693,6030 Marchienne-au-Pont,House,149999,3.0,113.0,Not installed,0.0,,,,,,113.0,60.0,2.0, To renovate,
2694,6060 Gilly,House,149999,3.0,124.0,Installed,0.0,,1.0,8.0,1.0,129.0,124.0,70.0,2.0, As new,
2695,6030 Marchienne-au-Pont,House,149999,3.0,158.0,Semi equipped,0.0,,,,1.0,570.0,158.0,810.0,2.0, To be done up,
2696,6040 Jumet,House,149999,3.0,122.0,Semi equipped,0.0,,1.0,6.0,1.0,174.0,122.0,174.0,3.0, Good,
2697,6042 Lodelinsart,House,149999,2.0,134.0,Semi equipped,1.0,,1.0,50.0,1.0,70.0,134.0,275.0,3.0, To be done up,
2698,6060 Gilly,House,149999,2.0,123.0,Installed,0.0,,1.0,21.0,1.0,105.0,123.0,182.0,2.0, Good,
2699,6060 Gilly,House,149999,3.0,183.0,Installed,0.0,,1.0,10.0,,,183.0,7.0,3.0, Good,
2700,6140 FONTAINE LEVEQUE,House,149999,3.0,162.0,Installed,0.0,,1.0,15.0,1.0,370.0,162.0,460.0,3.0, To be done up,
2701,6224 WANFERCEE-BAULET,House,149999,3.0,197.0,Installed,0.0,,1.0,3.0,1.0,175.0,197.0,298.0,3.0, Good,
2702,7170 FAYT-LEZ-MANAGE,House,149999,2.0,118.0,Semi equipped,0.0,,1.0,43.0,1.0,85.0,118.0,250.0,2.0, To be done up,
2703,6060 Gilly,House,149999,3.0,139.0,Installed,0.0,,1.0,90.0,,,139.0,120.0,2.0, Good,
2704,6200 CHATELET,House,149999,2.0,330.0,Semi equipped,0.0,,,,,,330.0,180.0,3.0, Good,
2705,9120 Beveren,House,149999,3.0,,,0.0,,,,,,,186.0,2.0, To renovate,
2706,8560 Wevelgem,House,149999,5.0,245.0,Installed,0.0,,,,,,245.0,109.0,, Good,
2707,4040 Herstal,House,150000,4.0,125.0,Semi equipped,0.0,,1.0,15.0,1.0,50.0,125.0,147.0,2.0,,
2708,8370 Blankenberge,House,150000,3.0,75.0,Installed,1.0,,1.0,30.0,,,75.0,61.0,2.0, To renovate,
2709,6700 Arlon,House,150000,3.0,211.0,Not installed,0.0,,,,,,211.0,591.0,3.0, To renovate,
2710,6600 Bastogne,House,150000,4.0,,Not installed,0.0,,,,,,,1178.0,4.0, To renovate,
2711,7340 Colfontaine,House,150000,3.0,115.0,Installed,0.0,,,,,,115.0,420.0,3.0, Good,
2712,4052 Beaufays,House,150000,2.0,,,,,,,,,,837.0,4.0, To be done up,
2713,4480 ENGIS,House,150000,3.0,130.0,Not installed,0.0,,,,,,130.0,480.0,4.0, To renovate,
2714,7181 Familleureux,House,150000,3.0,131.0,Installed,0.0,,,,,,131.0,170.0,2.0, To be done up,
2715,5002 Namur Saint-Servais,House,150000,3.0,120.0,,0.0,,1.0,40.0,1.0,1000.0,120.0,1298.0,3.0, To renovate,
2716,5060 TAMINES,House,150000,3.0,161.0,Not installed,0.0,,,,,,161.0,,2.0, To be done up,
2717,7080 La Bouverie,House,150000,2.0,126.0,,0.0,,,,,,126.0,369.0,2.0, To be done up,
2718,4020 Lige Jupille-sur-Meuse,House,150000,3.0,95.0,Installed,0.0,,1.0,11.0,,,95.0,57.0,2.0, As new,
2719,1460 Ittre,House,150000,3.0,120.0,Not installed,0.0,,1.0,20.0,,,120.0,80.0,3.0, To renovate,
2720,8540 Deerlijk,House,150000,2.0,108.0,Installed,0.0,,,,1.0,258.0,108.0,357.0,, Good,
2721,4950 Sourbrodt,House,150000,4.0,230.0,,,,,,1.0,2000.0,230.0,2120.0,4.0, To renovate,
2722,6230 Pont-a-Celles,House,150000,3.0,120.0,Installed,0.0,,1.0,28.0,,,120.0,219.0,3.0, Good,
2723,6660 Houffalize,House,150000,3.0,204.0,Installed,0.0,,,,,,204.0,,2.0, Good,
2724,6940 Barvaux-Sur-Ourthe,House,150000,3.0,127.0,Installed,0.0,,1.0,20.0,1.0,259.0,127.0,259.0,3.0, As new,
2725,7110 Houdeng-Goegnies,House,150000,3.0,124.0,Installed,0.0,,1.0,20.0,1.0,40.0,124.0,129.0,2.0, Just renovated,
2726,7130 Binche,House,150000,4.0,142.0,Installed,0.0,,,,,,142.0,60.0,2.0, To be done up,
2727,7134 RESSAIX,House,150000,2.0,137.0,Semi equipped,0.0,,,,,,137.0,350.0,3.0, Good,
2728,7190 ECAUSSINNES-DENGHIEN,House,150000,2.0,140.0,Not installed,0.0,,,,,,140.0,270.0,2.0, To renovate,
2729,7131 Waudrez,House,150000,2.0,116.0,Not installed,0.0,,,,1.0,400.0,116.0,575.0,4.0, To renovate,
2730,4040 Herstal,House,150000,2.0,100.0,Installed,0.0,,,,1.0,50.0,100.0,130.0,2.0, Good,
2731,4820 Dison,House,150000,6.0,,Installed,0.0,,1.0,32.0,1.0,80.0,,200.0,2.0, Good,
2732,6061 Montignies-sur-Sambre,House,150000,3.0,200.0,USA semi equipped,0.0,,1.0,20.0,1.0,180.0,200.0,290.0,3.0, To be done up,
2733,7301 Boussu Hornu,House,150000,2.0,130.0,Installed,0.0,,1.0,40.0,1.0,200.0,130.0,412.0,2.0, Good,
2734,7700 Mouscron,House,150000,3.0,140.0,Semi equipped,0.0,,1.0,21.0,,,140.0,164.0,2.0, Good,
2735,7011 Ghlin,House,150000,3.0,171.0,,0.0,,,,,,171.0,418.0,2.0, To be done up,
2736,7332 Sirault,House,150000,3.0,122.0,,0.0,,,,,,122.0,220.0,3.0, To be done up,
2737,5060 VELAINE-SUR-SAMBRE,House,150000,2.0,116.0,Not installed,0.0,,,,,,116.0,,3.0, Just renovated,
2738,6791 Aubange Athus,House,150000,3.0,150.0,Not installed,0.0,,,,1.0,65.0,150.0,135.0,2.0, To renovate,
2739,7090 Braine-le-Comte,House,150000,2.0,95.0,Installed,0.0,,,,,,95.0,50.0,2.0, Good,
2740,8610 Kortemark,House,150000,4.0,136.0,,,,,,,,136.0,98.0,, To be done up,
2741,6040 Jumet,House,150000,3.0,120.0,Installed,0.0,,,,,,120.0,,3.0, As new,
2742,7130 BRAY,House,150000,4.0,150.0,Installed,0.0,,,,,,150.0,275.0,3.0, To be done up,
2743,3500 Hasselt,House,150000,3.0,141.0,,,,,,,,141.0,206.0,2.0, To be done up,
2744,8700 Tielt,House,150000,3.0,85.0,,,,,,,,85.0,238.0,3.0, To renovate,
2745,9000 Gent,House,150000,2.0,,,,,,,,,,40.0,2.0,,
2746,1390 NETHEN,House,150000,1.0,55.0,Installed,0.0,,,,,,55.0,325.0,4.0, Good,
2747,5530 Yvoir,House,150000,3.0,120.0,,0.0,,,,,,120.0,,3.0, To be done up,
2748,7350 Hensies,House,150000,2.0,106.0,,0.0,,,,,,106.0,603.0,3.0,,
2749,7370 Dour,House,150000,3.0,114.0,,0.0,,,,,,114.0,312.0,3.0,,
2750,7170 Manage,House,150000,4.0,100.0,Installed,,,,,,,100.0,150.0,, Good,
2751,3110 Rotselaar,House,150000,3.0,148.0,,,,,,,,148.0,466.0,3.0,,
2752,4020 LIEGE Jupille-sur-Meuse,House,150000,3.0,141.0,Not installed,,,1.0,6.0,,,141.0,,2.0, To renovate,
2753,7380 QUIVRAIN,House,150000,3.0,172.0,,0.0,,,,,,172.0,370.0,2.0, To be done up,
2754,3201 Langdorp,House,150000,2.0,,,,,,,,,,821.0,4.0, To renovate,
2755,9500 Geraardsbergen,House,150000,3.0,75.0,USA installed,0.0,,,,,,75.0,185.0,2.0, To be done up,
2756,1360 Perwez,House,150000,2.0,77.0,,0.0,,,,,,77.0,,,,
2757,7340 WASMES,House,150000,4.0,127.0,,0.0,,,,,,127.0,200.0,2.0,,
2758,8800 Roeselare,House,150000,3.0,147.0,Installed,0.0,,,,,,147.0,65.0,, Good,
2759,2480 Dessel,House,150000,3.0,,,,,,,,,,1025.0,4.0, To renovate,
2760,3390 Tielt-Winge,House,150000,3.0,125.0,,,,,,,,125.0,346.0,4.0,,
2761,3800 Aalst,House,150000,4.0,,,,,,,,,,1310.0,2.0, To renovate,
2762,6767 Dampicourt,House,150000,2.0,110.0,Installed,0.0,,,,,,110.0,,3.0, As new,
2763,7624 Brunehaut,House,150000,3.0,128.0,Not installed,0.0,,,,1.0,200.0,128.0,550.0,3.0,,
2764,2500 Lier,House,150000,4.0,,,,,,,,,,,,,
2765,3583 Beringen,House,150000,3.0,,Installed,0.0,,,,1.0,11170.0,,11170.0,4.0, To be done up,
2766,4130 Esneux,House,150000,2.0,92.0,Installed,,,,,,,92.0,,2.0, To be done up,
2767,4170 Comblain-au-Pont,House,150000,3.0,,,,,,,,,,680.0,4.0, To be done up,
2768,7080 LA BOUVERIE,House,150000,3.0,150.0,USA installed,0.0,,,,,,150.0,214.0,2.0, Good,
2769,9300 Aalst,House,150000,3.0,139.0,,,,,,,,139.0,130.0,2.0,,
2770,5030 Gembloux,House,150000,2.0,60.0,Installed,0.0,,,,,,60.0,,, Good,
2771,7041 GIVRY,House,150000,4.0,,Semi equipped,,,,,,,,953.0,4.0, To renovate,
2772,6032 Mont-sur-Marchienne,House,150000,2.0,105.0,Installed,0.0,,,,1.0,1.0,105.0,410.0,3.0,,
2773,3290 Diest,House,150000,3.0,,Installed,,,,,,,,154.0,2.0,,
2774,7080 Frameries,House,150000,3.0,150.0,Not installed,0.0,,,,,,150.0,190.0,2.0, Good,
2775,8400 Oostende,House,150000,2.0,,Installed,,,,,,,,237.0,2.0,,
2776,7340 Colfontaine,House,150000,1.0,,USA installed,0.0,,,,,,,326.0,2.0, Good,
2777,9050 Ledeberg,House,150000,4.0,167.0,Installed,,,,,,,167.0,60.0,,,
2778,8930 Menen,House,150000,3.0,,,,,,,,,,201.0,,,
2779,9620 Elene,House,150000,3.0,,,,,,,,,,787.0,,,
2780,3012 Wilsele,House,150000,3.0,,,,,,,,,,585.0,3.0, To renovate,
2781,9630 Zwalm,House,150000,3.0,,,,,,,,,,261.0,2.0,,
2782,3012 Wilsele,House,150000,2.0,,,,,,,,,,586.0,2.0, To renovate,
2783,5380 FORVILLE,House,150000,4.0,120.0,,0.0,,,,,,120.0,1469.0,,,
2784,6240 Farciennes,House,150000,6.0,210.0,,,,,,,,210.0,212.0,3.0, To be done up,
2785,3300 Hakendover,House,150000,2.0,,Installed,,,,,,,,885.0,4.0,,
2786,5621 Hanzinne,House,150000,3.0,150.0,,0.0,,,,,,150.0,,2.0,,
2787,9030 Mariakerke,House,150000,3.0,,Installed,,,,,,,,148.0,,,
2788,9404 Aspelare,House,150000,2.0,,Installed,,,,,,,,5380.0,,,
2789,9820 Merelbeke,House,150000,3.0,,Installed,,,,,,,,273.0,,,
2790,9000 Gent,House,150000,4.0,,,,,,,,,,80.0,,,
2791,8000 Brugge,House,150000,2.0,,,,,,,,,,209.0,3.0,,
2792,5537 Anhe,House,150000,3.0,,,0.0,,1.0,80.0,1.0,1071.0,,1071.0,4.0, To renovate,
2793,6221 Saint-Amand,House,150000,2.0,,,,,,,,,,,3.0,,
2794,3724 Vliermaal,House,150000,3.0,,,,,,,,,,1060.0,3.0,,
2795,3012 Wilsele,House,150000,3.0,,,,,,,,,,,,,
2796,5590 Ciney,House,150000,3.0,,,,,,,,,,,,,
2797,2260 Westerlo,House,150000,3.0,,,,,,,,,,480.0,3.0,,
2798,6224 Wanferce-Baulet,House,150000,4.0,,,,,,,,,,,,,
2799,9820 Merelbeke,House,150000,3.0,,,,,,,,,,384.0,,,
2800,9040 Sint-Amandsberg,House,150000,4.0,,,,,,,,,,143.0,,,
2801,4431 Loncin,House,150000,2.0,100.0,Semi equipped,0.0,,,,,,100.0,100.0,2.0, Good,
2802,6700 Arlon,House,150000,1.0,132.0,Not installed,0.0,,,,,,132.0,190.0,3.0, To restore,
2803,8400 Oostende,House,150000,5.0,129.0,Semi equipped,0.0,,,,,,129.0,34.0,2.0, To be done up,
2804,6870 Saint-Hubert,House,150000,3.0,454.0,Installed,0.0,,,,,,454.0,229.0,, Good,
2805,7060 Soignies,House,150000,2.0,180.0,,0.0,,1.0,20.0,1.0,210.0,180.0,470.0,3.0, To renovate,
2806,4570 Marchin,House,150000,2.0,125.0,Semi equipped,0.0,,1.0,32.0,,,125.0,98.0,2.0, Good,
2807,6010 Charleroi,House,150000,2.0,145.0,Not installed,0.0,,1.0,22.0,1.0,400.0,145.0,510.0,4.0, To renovate,
2808,6280 Gerpinnes Loverval,House,150000,2.0,145.0,Not installed,0.0,,1.0,22.0,1.0,400.0,145.0,510.0,4.0, To renovate,
2809,7850 Enghien,House,150000,3.0,100.0,Installed,0.0,,,,,,100.0,43.0,2.0, Good,
2810,8560 Wevelgem,House,150000,2.0,85.0,Installed,0.0,,,,,,85.0,85.0,2.0, Good,
2811,4400 AWIRS,House,150000,3.0,240.0,Installed,0.0,,,,,,240.0,,, To be done up,
2812,4520 Bas-Oha,House,150000,3.0,,Not installed,0.0,,,,,,,4310.0,4.0, To renovate,
2813,7170 Manage,House,150000,2.0,105.0,Semi equipped,0.0,,,,,,105.0,250.0,2.0, To be done up,
2814,8800 Roeselare,House,150000,4.0,170.0,Installed,0.0,,,,1.0,268.0,170.0,410.0,2.0, To renovate,
2815,7110 Maurage,House,150000,2.0,130.0,,0.0,,1.0,47.0,1.0,375.0,130.0,,, To renovate,
2816,7500 Tournai,House,150000,3.0,107.0,,0.0,,,,,,107.0,53.0,,,
2817,6061 MONTIGNIES SUR SAMBRE,House,150000,3.0,100.0,USA semi equipped,0.0,,,,1.0,225.0,100.0,328.0,2.0, To be done up,
2818,8560 Wevelgem,House,150000,3.0,179.0,,0.0,,,,,,179.0,,2.0, To be done up,
2819,6180 Courcelles,House,150000,3.0,170.0,,0.0,,,,1.0,289.0,170.0,459.0,3.0, To renovate,
2820,7000 Mons,House,150000,3.0,136.0,Not installed,,,,,,,136.0,,2.0, Good,
2821,7543 Tournai,House,150000,1.0,131.0,,0.0,,,,,,131.0,175.0,3.0, To be done up,
2822,4460 Grace-Hollogne,House,150000,2.0,125.0,Semi equipped,,,1.0,30.0,,,125.0,50.0,3.0, To be done up,
2823,7012 Jemappes,House,150000,3.0,,,,,,,,,,200.0,2.0, Good,
2824,6723 Habay,House,150000,5.0,342.0,Not installed,0.0,,,,1.0,87.0,342.0,260.0,3.0, To restore,
2825,7100 La Louviere,House,150000,3.0,,,,,,,,,,210.0,2.0,,
2826,3580 Beringen,House,150000,2.0,,,,,,,,,,,, To renovate,
2827,4100 Seraing,House,150000,2.0,,,,,,,,,,,,,
2828,5660 Mariembourg,House,150000,10.0,365.0,,0.0,,,,,,365.0,380.0,,,
2829,6830 Bouillon,House,150000,4.0,107.0,Installed,0.0,,,,,,107.0,83.0,3.0,,
2830,8790 Waregem,House,150000,4.0,132.0,,0.0,,,,,,132.0,108.0,2.0,,
2831,4032 CHENEE,House,150000,4.0,165.0,,,,,,1.0,133.0,165.0,208.0,2.0, To renovate,
2832,6040 Jumet,House,150000,5.0,260.0,Installed,,,,,,,260.0,920.0,2.0, Good,
2833,6250 Pont-de-Loup,House,150000,3.0,100.0,Installed,0.0,,,,,,100.0,175.0,2.0, Good,
2834,7000 Mons,House,150000,2.0,120.0,USA installed,0.0,,,,,,120.0,70.0,2.0, To be done up,
2835,7860 Lessines,House,150000,2.0,,Installed,,,,,,,,762.0,3.0, To renovate,
2836,4570 Marchin,House,150000,2.0,85.0,Not installed,0.0,,1.0,26.0,,,85.0,160.0,3.0, To restore,
2837,4040 Herstal,House,150000,2.0,110.0,,,,,,1.0,200.0,110.0,285.0,, Good,
2838,7134 LEVAL,House,150000,4.0,155.0,Not installed,0.0,,1.0,24.0,,,155.0,350.0,2.0, To renovate,
2839,6560 Erquelinnes,House,150000,4.0,124.0,Installed,,,,,,,124.0,800.0,4.0, Good,
2840,5620 Florennes,House,150000,4.0,168.0,Semi equipped,0.0,,,,,,168.0,118.0,2.0, Good,
2841,6061 Montignies-sur-Sambre,House,150000,3.0,110.0,Installed,0.0,,,,,,110.0,200.0,3.0, To be done up,
2842,7863 Ghoy,House,150000,2.0,,Installed,,,,,,,,762.0,3.0, Good,
2843,3270 Scherpenheuvel-Zichem,House,150000,4.0,160.0,,0.0,,,,1.0,1260.0,160.0,1590.0,4.0, To renovate,
2844,4101 Jemeppe-sur-Meuse,House,150000,2.0,,Installed,,,,,,,,71.0,2.0, Just renovated,
2845,4280 Hannut,House,150000,2.0,100.0,Semi equipped,,,,,,,100.0,318.0,2.0, To renovate,
2846,7380 Quievrain,House,150000,3.0,163.0,Not installed,0.0,,1.0,25.0,,,163.0,620.0,2.0, To be done up,
2847,8560 Wevelgem,House,150000,3.0,179.0,Installed,0.0,,,,,,179.0,229.0,, Good,
2848,4460 Grce-Hollogne,House,150000,1.0,85.0,Installed,0.0,,,,,,85.0,85.0,3.0, Good,
2849,7090 Braine-le-Comte,House,150000,3.0,140.0,Not installed,0.0,,,,,,140.0,64.0,, To renovate,
2850,6921 Chanly,House,150000,3.0,186.0,,0.0,,,,,,186.0,451.0,, To renovate,
2851,5600 Philippeville,House,150000,2.0,122.0,Semi equipped,0.0,,,,,,122.0,,2.0, Good,
2852,7033 Mons Cuesmes,House,150000,2.0,130.0,Semi equipped,0.0,,,,1.0,150.0,130.0,300.0,3.0, To be done up,
2853,4400 Flmalle,House,150000,2.0,,,,,,,,,,150.0,2.0, Good,
2854,4610 Beyne-Heusay,House,150000,2.0,,Installed,,,,,,,,83.0,2.0, Good,
2855,7110 Houdeng-Goegnies,House,150000,3.0,,,,,,,,,,250.0,3.0, To be done up,
2856,4800 Verviers,House,150000,2.0,,,,,,,,,,,4.0, Good,
2857,7160 Chapelle-lez-Herlaimont,House,150000,3.0,,Not installed,0.0,,,,1.0,1.0,,505.0,4.0, Good,
2858,4540 Amay,House,150000,2.0,80.0,,,,,,,,80.0,184.0,4.0, To be done up,
2859,6200 Chtelet,House,150000,,,,0.0,,1.0,15.0,1.0,1000.0,,1200.0,4.0, To restore,
2860,7130 Binche,House,150000,2.0,,,0.0,,1.0,20.0,,,,50.0,2.0, Good,
2861,4607 Dalhem,House,150000,2.0,99.0,,,,,,,,99.0,157.0,, To be done up,
2862,4840 Welkenraedt,House,150000,3.0,,,,,,,,,,137.0,2.0, To renovate,
2863,7700 Mouscron,House,150000,3.0,,Installed,,,,,,,,167.0,2.0, Good,
2864,6740 Sainte-Marie-sur-Semois,House,150000,3.0,,,,,,,,,,563.0,2.0, To renovate,
2865,6180 Courcelles,House,150000,2.0,120.0,,,,,,,,120.0,190.0,2.0, Good,
2866,4620 Flron,House,150000,3.0,240.0,,0.0,,1.0,5.0,1.0,57.0,240.0,,2.0, To renovate,
2867,7033 Mons Cuesmes,House,150000,5.0,150.0,,,,,,,,150.0,,2.0, To be done up,
2868,7110 Strepy-Bracquegnies,House,150000,3.0,100.0,Semi equipped,0.0,,,,,,100.0,278.0,4.0, Good,
2869,5670 Treignes,House,150000,2.0,90.0,Installed,0.0,,,,,,90.0,318.0,3.0,,
2870,6061 Montignies-sur-Sambre,House,150000,4.0,140.0,Installed,0.0,,,,,,140.0,250.0,2.0,,
2871,7100 La Louvire,House,150000,3.0,100.0,,0.0,,1.0,12.0,1.0,1.0,100.0,2.0,3.0, As new,
2872,6870 SAINT-HUBERT,House,150000,5.0,225.0,,0.0,,,,,,225.0,,,,
2873,7340 Colfontaine,House,150000,3.0,150.0,USA semi equipped,0.0,,,,,,150.0,250.0,3.0, To renovate,
