,Unnamed: 0.1,Unnamed: 0,locality,proprety_type,price,bedrooms,area,equipped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface,surface_plot,facades,state,swimming_pool,locality_code,price_square_meters
1638,1638,1638,8800 Roeselare,House,105000,3.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,62.0,2.0, To be done up,0.0,8800,521.2551771744133
1639,1639,1639,6010 Couillet,House,105000,3.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,2.0,Good,0.0,6010,521.2551771744133
1640,1640,1640,8430 Middelkerke,Studio,105000,2.0,26.0,Installed,1.0,0.0,0.0,,0.0,,26.0,26.0,2.0, As new,0.0,8430,4038.4615384615386
1641,1641,1641,7012 Mons,House,105000,2.0,80.0,Installed,0.0,0.0,1.0,40.0,0.0,,80.0,137.0,2.0, Good,0.0,7012,1312.5
1642,1642,1642,7860 Lessines,House,105000,2.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,2.0, Good,0.0,7860,521.2551771744133
1643,1643,1643,1400 Nivelles,Studio,105000,2.0,30.0,Installed,0.0,0.0,0.0,,0.0,,30.0,30.0,2.0,Good,0.0,1400,3500.0
1644,1644,1644,7700 Mouscron,Apartment,105000,2.0,75.0,Installed,0.0,0.0,0.0,,0.0,,75.0,75.0,2.0, Good,0.0,7700,1400.0
1645,1645,1645,8370 Blankenberge,Studio,105000,2.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,2.0,Good,0.0,8370,521.2551771744133
1646,1646,1646,7130 Binche,House,105000,2.0,201.43684820393972,Installed,0.0,0.0,0.0,,1.0,100.0,201.43684820393972,150.0,2.0,Good,0.0,7130,521.2551771744133
1647,1647,1647,9860 Oosterzele,House,105000,3.0,140.0,Installed,0.0,0.0,0.0,,0.0,,140.0,335.0,2.0,Good,0.0,9860,750.0
1648,1648,1648,4218 Heron,House,105000,2.0,80.0,Installed,0.0,0.0,0.0,,0.0,,80.0,295.0,2.0, To restore,0.0,4218,1312.5
1649,1649,1649,7700 Mouscron,House,105000,3.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,82.0,2.0, To be done up,0.0,7700,521.2551771744133
1650,1650,1650,7301 Hornu,House,105000,2.0,201.43684820393972,Not installed,0.0,0.0,0.0,,0.0,,201.43684820393972,360.0,2.0,Good,0.0,7301,521.2551771744133
1651,1651,1651,4218 Heron,House,105000,3.0,100.0,Installed,0.0,0.0,0.0,,0.0,,100.0,170.0,2.0, To restore,0.0,4218,1050.0
1652,1652,1652,6200 Chtelineau,House,105000,2.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,2.0, To be done up,0.0,6200,521.2551771744133
1653,1653,1653,7610 Rumes,House,105000,2.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,90.0,3.0, To be done up,0.0,7610,521.2551771744133
1654,1654,1654,8400 Oostende,Apartment,105000,1.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,2.0, Good,0.0,8400,521.2551771744133
1655,1655,1655,5555 Oizy,House,105000,3.0,200.0,Installed,0.0,0.0,0.0,,0.0,,200.0,470.0,4.0,Good,0.0,5555,525.0
1656,1656,1656,7340 Colfontaine,House,105000,2.0,76.0,Installed,0.0,0.0,1.0,18.0,1.0,1.0,76.0,76.0,4.0,Good,0.0,7340,1381.578947368421
1657,1657,1657,7370 Dour,House,105000,2.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,3.0, Good,0.0,7370,521.2551771744133
1658,1658,1658,6020 Dampremy,House,105000,4.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,3.0,Good,0.0,6020,521.2551771744133
1659,1659,1659,6060 Gilly,House,105000,2.0,201.43684820393972,Installed,0.0,0.0,0.0,,1.0,500.0,201.43684820393972,201.43684820393972,3.0,Good,0.0,6060,521.2551771744133
1660,1660,1660,8940 Wervik,House,105900,2.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,97.0,2.0,Good,0.0,8940,525.7230786930512
1661,1661,1661,6180 Courcelles,House,106000,2.0,108.0,Installed,0.0,0.0,0.0,,0.0,,108.0,270.0,3.0,Good,0.0,6180,981.4814814814815
1662,1662,1662,3500 Hasselt,Studio,106000,2.0,36.0,Installed,0.0,0.0,0.0,,0.0,,36.0,36.0,2.0, As new,0.0,3500,2944.4444444444443
1663,1663,1663,6180 Courcelles,House,107000,2.0,100.0,Not installed,0.0,0.0,1.0,25.0,1.0,350.0,100.0,450.0,3.0, To renovate,0.0,6180,1070.0
1664,1664,1664,4000 Lige,Apartment,107000,2.0,75.0,Installed,0.0,0.0,0.0,,0.0,,75.0,75.0,2.0, To renovate,0.0,4000,1426.6666666666667
1665,1665,1665,4000 Lige,Apartment,107000,1.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,2.0, To be done up,0.0,4000,531.1838472158307
1666,1666,1666,8430 Middelkerke,nieuwe woningen en bouwgr,107060,2.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,2.0,Good,0.0,8430,531.4817073170732
1667,1667,1667,8800 Roeselare,Mansion,107500,2.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,386.0,2.0, To renovate,0.0,8800,533.666014726185
1668,1668,1668,2018 Antwerp,Apartment,107500,1.0,50.0,Semi equipped,0.0,0.0,1.0,4.0,0.0,,50.0,50.0,2.0, Good,0.0,2018,2150.0
1669,1669,1669,7334 Hautrage,House,107500,2.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,2.0,Good,0.0,7334,533.666014726185
1670,1670,1670,7390 Quaregnon,House,107500,2.0,110.0,Not installed,0.0,0.0,0.0,,0.0,,110.0,110.0,2.0,Good,0.0,7390,977.2727272727273
1671,1671,1671,5377 Heure,Country house,108000,2.0,56.0,Installed,0.0,0.0,0.0,,0.0,,56.0,66.0,2.0, Good,0.0,5377,1928.5714285714287
1672,1672,1672,7380 Quivrain,House,108000,3.0,260.0,Installed,0.0,0.0,0.0,,0.0,,260.0,139.0,2.0,Good,0.0,7380,415.38461538461536
1673,1673,1673,6031 Charleroi,House,108000,4.0,201.43684820393972,Installed,0.0,0.0,1.0,1.0,0.0,,201.43684820393972,70.0,2.0,Good,0.0,6031,536.1481822365395
1674,1674,1674,8400 Ostende,Studio,108000,2.0,40.0,Semi equipped,1.0,0.0,0.0,,0.0,,40.0,40.0,2.0, Good,0.0,8400,2700.0
1675,1675,1675,6000 Charleroi,Apartment,108000,3.0,92.0,Installed,0.0,0.0,1.0,8.0,0.0,,92.0,92.0,2.0, Good,0.0,6000,1173.9130434782608
1676,1676,1676,7080 La Bouverie,House,108000,2.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,210.0,2.0, To be done up,0.0,7080,536.1481822365395
1677,1677,1677,7301 Hornu,House,108000,3.0,201.43684820393972,Not installed,0.0,0.0,0.0,,0.0,,201.43684820393972,483.0,2.0,Good,0.0,7301,536.1481822365395
1678,1678,1678,7340 PATURAGES,House,108000,2.0,201.43684820393972,Not installed,0.0,0.0,0.0,,0.0,,201.43684820393972,240.0,2.0,Good,0.0,7340,536.1481822365395
1679,1679,1679,7301 Hornu,House,108000,2.0,201.43684820393972,Not installed,0.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,2.0,Good,0.0,7301,536.1481822365395
1680,1680,1680,7800 Ath,House,108000,2.0,135.0,Installed,0.0,0.0,0.0,,0.0,,135.0,83.0,3.0, To be done up,0.0,7800,800.0
1681,1681,1681,8650 Houthulst,New real estate project - Houses,108463,2.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,2.0,Good,0.0,8650,538.4466693511275
1682,1682,1682,4257 Berloz,Maisons neuves vendre,108535,2.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,2.0,Good,0.0,4257,538.8041014726185
1683,1683,1683,4050 Chaudfontaine,House,109000,2.0,80.0,Not installed,0.0,0.0,1.0,25.0,0.0,,80.0,135.0,3.0, To renovate,0.0,4050,1362.5
1684,1684,1684,4520 Bas-Oha,House,109000,4.0,90.0,Not installed,0.0,0.0,0.0,,1.0,90.0,90.0,146.0,3.0, To renovate,0.0,4520,1211.111111111111
1685,1685,1685,4870 Trooz,House,109000,4.0,125.0,Semi equipped,0.0,0.0,0.0,,1.0,300.0,125.0,389.0,2.0, To renovate,0.0,4870,872.0
1686,1686,1686,4602 Cheratte,House,109000,2.0,76.0,Installed,0.0,0.0,0.0,,1.0,100.0,76.0,165.0,2.0, Good,0.0,4602,1434.2105263157894
1687,1687,1687,4800 Verviers,Apartment,109000,1.0,201.43684820393972,Semi equipped,0.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,2.0, Good,0.0,4800,541.1125172572481
1688,1688,1688,4870 Trooz,House,109000,3.0,110.0,Not installed,0.0,0.0,1.0,25.0,1.0,200.0,110.0,445.0,3.0, To renovate,0.0,4870,990.9090909090909
1689,1689,1689,4101 JEMEPPE,Apartment,109000,1.0,44.0,Installed,0.0,0.0,0.0,,1.0,12.0,44.0,44.0,3.0, As new,0.0,4101,2477.2727272727275
1690,1690,1690,8930 Menen,House,109000,2.0,160.0,Semi equipped,0.0,0.0,0.0,,0.0,,160.0,130.0,2.0, To renovate,0.0,8930,681.25
1691,1691,1691,5070 Fosses-la-Ville,Apartment,109000,1.0,55.0,Installed,0.0,0.0,0.0,,0.0,,55.0,55.0,2.0, Just renovated,0.0,5070,1981.8181818181818
1692,1692,1692,4540 Amay,House,109000,4.0,159.0,Not installed,0.0,0.0,0.0,,1.0,160.0,159.0,230.0,2.0, To renovate,0.0,4540,685.5345911949686
1693,1693,1693,7390 Quaregnon,House,109000,3.0,146.0,Semi equipped,0.0,0.0,0.0,,0.0,,146.0,263.0,2.0, To be done up,0.0,7390,746.5753424657535
1694,1694,1694,2000 Antwerp,Kot,109000,1.0,16.0,Hyper equipped,1.0,0.0,0.0,,0.0,,16.0,16.0,2.0, As new,0.0,2000,6812.5
1695,1695,1695,6940 Durbuy,Country house,109000,1.0,54.0,Installed,0.0,0.0,1.0,10.0,0.0,,54.0,54.0,2.0, To be done up,0.0,6940,2018.5185185185185
1696,1696,1696,7012 FLNU,House,109000,2.0,110.0,Installed,0.0,0.0,1.0,20.0,1.0,250.0,110.0,230.0,3.0, To be done up,0.0,7012,990.9090909090909
1697,1697,1697,4100 Seraing Boncelles,Ground floor,109000,1.0,50.0,Installed,0.0,0.0,0.0,,0.0,,50.0,50.0,2.0, Good,0.0,4100,2180.0
1698,1698,1698,4100 Seraing Boncelles,Apartment,109000,1.0,50.0,Installed,0.0,0.0,0.0,,0.0,,50.0,50.0,2.0, Good,0.0,4100,2180.0
1699,1699,1699,4420 Saint-Nicolas,House,109000,4.0,150.0,Not installed,0.0,0.0,0.0,,0.0,,150.0,117.0,3.0, To renovate,0.0,4420,726.6666666666666
1700,1700,1700,6211 Mellet,House,109000,3.0,163.0,Semi equipped,0.0,0.0,0.0,,0.0,,163.0,100.0,3.0, To renovate,0.0,6211,668.7116564417178
1701,1701,1701,7700 Mouscron,Apartment,109000,1.0,50.0,Semi equipped,0.0,0.0,0.0,,0.0,,50.0,50.0,2.0, Just renovated,0.0,7700,2180.0
1702,1702,1702,7760 MOLENBAIX,House,109000,2.0,140.0,Semi equipped,0.0,0.0,0.0,,0.0,,140.0,140.0,2.0, To renovate,0.0,7760,778.5714285714286
1703,1703,1703,7500 Tournai,Apartment,109000,1.0,201.43684820393972,Installed,0.0,0.0,1.0,7.0,0.0,,201.43684820393972,201.43684820393972,2.0, Good,0.0,7500,541.1125172572481
1704,1704,1704,8870 Izegem,House,109000,2.0,152.0,Semi equipped,0.0,0.0,0.0,,0.0,,152.0,90.0,2.0, To renovate,0.0,8870,717.1052631578947
1705,1705,1705,4300 LANTREMANGE,Farmhouse,109000,1.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,1000.0,3.0, To renovate,0.0,4300,541.1125172572481
1706,1706,1706,6061 Charleroi Montignies-sur-Sambre,House,109000,2.0,130.0,Installed,0.0,0.0,1.0,48.0,0.0,,130.0,126.0,2.0,Good,0.0,6061,838.4615384615385
1707,1707,1707,7040 Quvy Goegnies-Chausse,House,109000,3.0,125.0,Installed,0.0,0.0,0.0,,0.0,,125.0,140.0,3.0, To renovate,0.0,7040,872.0
1708,1708,1708,9300 Aalst,Apartment,109000,1.0,48.0,Hyper equipped,0.0,0.0,0.0,,0.0,,48.0,48.0,2.0, To be done up,0.0,9300,2270.8333333333335
1709,1709,1709,5575 Vencimont,House,109000,4.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,316.0,4.0, To renovate,0.0,5575,541.1125172572481
1710,1710,1710,7700 Mouscron,Apartment,109000,1.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,2.0, Good,0.0,7700,541.1125172572481
1711,1711,1711,7141 Carnires,House,109000,2.0,201.43684820393972,Installed,0.0,0.0,0.0,,0.0,,201.43684820393972,1480.0,4.0, To renovate,0.0,7141,541.1125172572481
1712,1712,1712,6200 Chatelet,House,109000,3.0,201.43684820393972,Semi equipped,1.0,0.0,0.0,,0.0,,201.43684820393972,201.43684820393972,3.0, Good,0.0,6200,541.1125172572481
