,locality,proprety_type,price,bedrooms,area,equipped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface,surface_plot,facades,state,swimming_pool
7030,4420 Saint-Nicolas,Apartment,159900,2.0,75.0,USA semi equipped,0.0,,,,,,75.0,,, Good,
7031,4030 Lige,House,159900,4.0,150.0,Not installed,0.0,,,,,,150.0,90.0,3.0, To renovate,
7032,4400 Flemalle,Apartment block,159900,2.0,82.0,,0.0,,,,,,82.0,,2.0, To be done up,
7033,7170 Manage,House,159900,3.0,,,0.0,,,,1.0,1.0,,250.0,2.0, Just renovated,
7034,7110 STRPY-BRACQUEGNIES,House,159900,3.0,195.0,,0.0,,1.0,26.0,,,195.0,180.0,2.0,,
7035,8930 Menen,House,159950,2.0,120.0,Installed,0.0,,,,1.0,189.0,120.0,270.0,2.0, Good,
7036,6020 Dampremy,House,159999,2.0,108.0,USA installed,0.0,,1.0,32.0,,,108.0,350.0,2.0, Good,
7037,6040 Jumet,House,159999,2.0,111.0,USA installed,0.0,,1.0,40.0,1.0,320.0,111.0,500.0,3.0, Good,
7038,6040 Jumet,House,159999,4.0,147.0,Installed,0.0,,1.0,16.0,,,147.0,125.0,2.0, Good,
7039,6150 Anderlues,House,159999,4.0,196.0,Installed,0.0,,1.0,79.0,,,196.0,144.0,2.0, Good,
7040,6200 CHATELINEAU,House,159999,3.0,156.0,Installed,0.0,,1.0,48.0,,,156.0,230.0,2.0, To be done up,
7041,7110 Houdeng-Goegnies,House,159999,2.0,140.0,Installed,0.0,,,,1.0,364.0,140.0,560.0,3.0, Good,
7042,6030 Marchienne-au-Pont,House,159999,4.0,110.0,Installed,0.0,,,,1.0,140.0,110.0,300.0,2.0, As new,
7043,5030 Gembloux,House,160000,2.0,75.0,Not installed,0.0,,,,,,75.0,33.0,2.0, Good,
7044,6182 Souvret,House,160000,4.0,125.0,Installed,0.0,,1.0,40.0,1.0,950.0,125.0,950.0,2.0, Good,
7045,9600 Ronse,House,160000,2.0,110.0,Installed,0.0,,,,,,110.0,120.0,2.0, Good,
7046,1420 Braine-lAlleud,Apartment,160000,1.0,32.0,Semi equipped,0.0,,,,,,32.0,,2.0, Good,
7047,6700 Arlon,Apartment,160000,1.0,46.0,,0.0,,,,,,46.0,,4.0,,
7048,6870 Saint-Hubert,House,160000,2.0,156.0,,0.0,,,,,,156.0,110.0,2.0, Just renovated,
7049,1030 Schaerbeek,Apartment,160000,1.0,,Not installed,0.0,,1.0,2.0,,,,,2.0, To be done up,
7050,1000 Brussels City,Apartment,160000,1.0,38.0,Installed,1.0,,,,,,38.0,,, Good,
7051,8400 Oostende,Apartment,160000,3.0,96.0,Installed,0.0,,,,,,96.0,,, Good,
7052,9600 Ronse,Apartment,160000,2.0,85.0,Installed,1.0,,1.0,10.0,,,85.0,,,,
7053,6700 Arlon,Apartment,160000,1.0,60.0,,0.0,,,,,,60.0,,2.0,,
7054,6630 Martelange,House,160000,2.0,114.0,,0.0,,,,,,114.0,295.0,3.0,,
7055,1030 Schaarbeek,Apartment,160000,1.0,50.0,,0.0,,,,,,50.0,,2.0, To be done up,
7056,4690 Bassenge Wonck,Apartment,160000,3.0,105.0,Installed,0.0,,,,1.0,100.0,105.0,,2.0, Good,
7057,3200 Aarschot,Apartment block,160000,3.0,133.0,Installed,0.0,,1.0,16.0,1.0,135.0,133.0,244.0,2.0, To renovate,
7058,3200 Aarschot,House,160000,3.0,133.0,Installed,0.0,,1.0,16.0,1.0,135.0,133.0,244.0,2.0, To renovate,
7059,9030 Mariakerke,Country house,160000,3.0,110.0,Semi equipped,0.0,,,,,,110.0,175.0,, To renovate,
7060,7000 Mons,Apartment,160000,3.0,90.0,Installed,0.0,,,,,,90.0,,4.0, Good,
7061,8870 Izegem,House,160000,4.0,169.0,Semi equipped,0.0,,,,,,169.0,320.0,, To be done up,
7062,3630 Maasmechelen,Apartment,160000,1.0,,Installed,0.0,,,,1.0,60.0,,,2.0, As new,
7063,1050 Ixelles,Apartment,160000,1.0,35.0,Installed,,,,,,,35.0,,2.0, To be done up,
7064,1160 Auderghem,Studio,160000,1.0,50.0,Installed,,,1.0,7.0,1.0,11.0,50.0,,2.0, To renovate,
7065,1501 Buizingen,House,160000,2.0,,Installed,,,,,,,,152.0,2.0, To renovate,
7066,3530 Houthalen-Helchteren,House,160000,3.0,,Not installed,,,,,,,,360.0,3.0, To be done up,
7067,4020 Lige,Apartment,160000,2.0,81.0,Installed,0.0,,,,,,81.0,,2.0, Good,
7068,5543 Hastiere,House,160000,2.0,124.0,Not installed,0.0,,1.0,20.0,1.0,200.0,124.0,280.0,3.0, To be done up,
7069,7090 HENNUYRES,House,160000,3.0,110.0,Semi equipped,0.0,,,,,,110.0,450.0,, To renovate,
7070,8870 Izegem,Apartment,160000,2.0,,Installed,0.0,,1.0,2.0,,,,,, Just renovated,
7071,6200 BOUFFIOULX,House,160000,4.0,195.0,Semi equipped,0.0,,1.0,2.0,,,195.0,207.0,2.0, Just renovated,
7072,1400 Nivelles,Apartment,160000,1.0,50.0,Installed,0.0,,,,,,50.0,,2.0, As new,
7073,7390 Quaregnon,House,160000,3.0,120.0,USA installed,0.0,,,,,,120.0,210.0,2.0, Good,
7074,2600 Antwerp,Apartment,160000,2.0,92.0,,,,,,,,92.0,,4.0,,
7075,6980 La Roche-en-Ardenne,Apartment,160000,2.0,80.0,Installed,1.0,,,,,,80.0,,2.0, As new,
7076,6980 La Roche-en-Ardenne,Apartment,160000,2.0,80.0,Installed,1.0,,1.0,35.0,,,80.0,,2.0, As new,
7077,9320 Aalst Erembodegem,Ground floor,160000,1.0,65.0,Installed,,,1.0,12.0,1.0,36.0,65.0,,2.0, As new,
7078,7340 Paturages,House,160000,3.0,154.0,,0.0,,,,,,154.0,290.0,2.0, To be done up,
7079,7370 Dour,House,160000,2.0,103.0,,0.0,,,,,,103.0,773.0,4.0, To be done up,
7080,7911 Frasnes-lez-Buissenal,House,160000,1.0,72.0,,0.0,,,,,,72.0,15.0,2.0, To be done up,
7081,7100 La Louvire Haine-Saint-Pierre,Apartment,160000,2.0,100.0,USA installed,0.0,,,,,,100.0,,, As new,
7082,1090 Jette,Apartment,160000,2.0,,,,,,,,,,,, To renovate,
7083,9900 Eeklo,Apartment,160000,1.0,60.0,Installed,0.0,,,,,,60.0,,, As new,
7084,7090 Braine-le-Comte,Apartment,160000,1.0,65.0,Not installed,0.0,,1.0,35.0,,,65.0,,,,
7085,4020 Jupille-sur-Meuse,House,160000,2.0,132.0,,,,,,1.0,40.0,132.0,222.0,, To renovate,
7086,9620 Zottegem,New real estate project - Apartments,160000,,,,,,,,,,,,,,
7087,6250 Aiseau-Presles,House,160000,2.0,111.0,Installed,0.0,,,,,,111.0,220.0,3.0, To be done up,
7088,7301 Hornu,House,160000,2.0,101.0,Installed,0.0,,,,,,101.0,310.0,2.0, Good,
7089,8770 Ingelmunster,House,160000,3.0,181.0,,0.0,,,,,,181.0,209.0,, To renovate,
7090,5190 Ham-sur-Sambre,House,160000,3.0,100.0,Installed,0.0,,,,1.0,567.0,100.0,567.0,2.0, To be done up,
7091,6600 Bastogne,House,160000,3.0,106.0,,,,,,,,106.0,335.0,3.0, To be done up,
7092,3300 Tienen,Apartment,160000,2.0,,,,,,,,,,,,,
7093,6810 Jamoigne,House,160000,2.0,144.0,Not installed,0.0,,,,,,144.0,544.0,, Good,
7094,7866 Bois-de-Lessines,House,160000,2.0,94.0,Semi equipped,0.0,,,,,,94.0,600.0,4.0, To renovate,
7095,1080 Molenbeek-St-Jean,Apartment,160000,1.0,74.0,Semi equipped,,,1.0,7.0,,,74.0,,, Good,
7096,2018 Antwerp,Apartment,160000,1.0,74.0,Installed,,,,,,,74.0,,,,
7097,2660 Antwerp,Apartment,160000,2.0,86.0,,,,,,,,86.0,,2.0,,
7098,8301 Knokke-Heist,Apartment,160000,2.0,,Installed,,,,,,,,,3.0, Just renovated,
7099,3360 Korbeek-Lo,House,160000,2.0,136.0,,,,,,,,136.0,200.0,3.0, To renovate,
7100,4170 Comblain-au-Pont,House,160000,2.0,150.0,Not installed,,,1.0,30.0,,,150.0,118.0,2.0, To be done up,
7101,7301 Hornu,House,160000,3.0,167.0,,0.0,,,,,,167.0,170.0,2.0,,
7102,7390 Wasmuel,House,160000,2.0,154.0,,0.0,,,,,,154.0,30.0,2.0,,
7103,8570 VICHTE,Apartment,160000,2.0,70.0,Installed,0.0,,1.0,10.0,,,70.0,,,,
7104,4100 Seraing,Apartment block,160000,4.0,176.0,,0.0,,,,,,176.0,169.0,3.0, Good,
7105,2430 Laakdal,Ground floor,160000,2.0,90.0,,,,,,,,90.0,,2.0,,
7106,2400 Mol,House,160000,2.0,143.0,Installed,0.0,,,,,,143.0,140.0,2.0, To renovate,
7107,4500 Huy,House,160000,4.0,,,,,,,,,,645.0,2.0, To renovate,
7108,6043 Ransart,House,160000,3.0,110.0,Not installed,0.0,,1.0,10.0,1.0,900.0,110.0,1200.0,3.0, Good,
7109,9160 Lokeren,House,160000,2.0,142.0,Installed,,,,,,,142.0,130.0,2.0,,
7110,1050 Ixelles,Apartment,160000,1.0,,Installed,,,,,,,,,,,
7111,1060 Saint-Gilles,Apartment,160000,2.0,,Installed,,,,,,,,,,,
7112,8434 Westende Middelkerke,Studio,160000,,55.0,,0.0,,,,,,55.0,,2.0,,
7113,6470 Montbliart,House,160000,3.0,162.0,Installed,0.0,,1.0,20.0,,,162.0,700.0,4.0,,
7114,4500 Huy,House,160000,2.0,,,,,,,,,,112.0,, To be done up,
7115,6280 Gerpinnes,House,160000,3.0,178.0,,,,,,,,178.0,1457.0,3.0, To be done up,
7116,8433 Mannekensvere,House,160000,3.0,135.0,Installed,,,,,,,135.0,762.0,,,
7117,2400 Mol,House,160000,3.0,,,,,,,,,,128.0,3.0,,
7118,6001 Marcinelle,House,160000,2.0,122.0,Hyper equipped,,,,,,,122.0,,2.0, As new,
7119,8400 Oostende,Ground floor,160000,2.0,,Installed,,,,,,,,,2.0,,
7120,1180 Uccle,Apartment,160000,2.0,,Not installed,,,,,,,,,,,
7121,9900 Eeklo,Apartment,160000,1.0,65.0,,0.0,,,,,,65.0,,2.0,,
7122,6031 Monceau-sur-Sambre,House,160000,4.0,215.0,Installed,0.0,,,,,,215.0,255.0,2.0,,
7123,1080 Molenbeek-Saint-Jean,Apartment,160000,1.0,80.0,Installed,,,,,,,80.0,,,,
7124,6929 Daverdisse Haut-Fays,Apartment,160000,2.0,88.0,USA hyper equipped,0.0,,1.0,10.0,,,88.0,,4.0, Just renovated,
7125,1020 Brussels City,Studio,160000,,,,,,,,,,,,, To renovate,
7126,7033 Mons Cuesmes,House,160000,2.0,138.0,Installed,0.0,,,,,,138.0,826.0,3.0,,
7127,6200 Chtelet,House,160000,6.0,,Installed,,,,,,,,150.0,2.0, To be done up,
7128,7034 Mons ObourgSaint-Denis,Mixed-use building,160000,3.0,,,,,,,,,,,2.0, Good,
7129,7170 Manage,House,160000,2.0,85.0,USA hyper equipped,0.0,,,,1.0,150.0,85.0,,3.0, Good,
7130,4520 Wanze,Rsidence Aurore Wanze,160000,,,,,,,,,,,,,,
7131,5600 Philippeville,Apartment block,160000,3.0,180.0,Semi equipped,0.0,,1.0,20.0,1.0,200.0,180.0,380.0,2.0,,
7132,5650 Fraire,House,160000,6.0,,,,,,,,,,,3.0, To be done up,
7133,9500 Onkerzele,House,160000,4.0,,,,,,,,,,1740.0,3.0, To be done up,
7134,6200 Chtelet,House,160000,4.0,203.0,Installed,0.0,,1.0,20.0,,,203.0,210.0,2.0,,
7135,5000 Namur,House,160000,4.0,,,,,,,,,,130.0,,,
7136,6180 Courcelles,House,160000,3.0,149.0,,,,,,,,149.0,,3.0, To renovate,
7137,5000 Namur,House,160000,7.0,,,,,,,,,,330.0,2.0,,
7138,1070 Anderlecht,Studio,160000,,55.0,,,,,,,,55.0,,, As new,
7139,6141 FontainelEvque Forchiesla-Marche,House,160000,3.0,,Semi equipped,0.0,,,,,,,,3.0, Good,
7140,1030 Schaerbeek,Apartment block,160000,4.0,,,,,,,,,,,,,
7141,6020 Dampremy,House,160000,2.0,,Installed,,,,,,,,,2.0, Good,
7142,7332 Saint-Ghislain,Villa,160000,2.0,145.0,,0.0,,,,1.0,300.0,145.0,360.0,3.0,,
7143,7332 Saint-Ghislain,Villa,160000,2.0,145.0,,0.0,,,,1.0,300.0,145.0,360.0,2.0,,
7144,1081 Koekelberg,Ground floor,160000,1.0,,,,,,,,,,,,,
7145,7370 Dour,House,160000,3.0,120.0,Installed,0.0,,,,,,120.0,220.0,3.0,,
7146,6001 Marcinelle,House,160000,3.0,,,,,,,,,,,,,
7147,8434 Westende,Apartment,160000,1.0,,,1.0,,,,,,,,,,
7148,7030 Saint-Symphorien,2 Roi Baudouin,160000,,,,,,,,,,,,,,
7149,7340 Paturages,House,160000,3.0,,Installed,,,,,,,,,,,
7150,2050 Antwerp,Apartment,160000,1.0,55.0,Semi equipped,0.0,,,,,,55.0,,, To be done up,
7151,8530 Harelbeke,Blanckaert Harelbeke,160000,,,,,,,,,,,,,,
7152,4431 Loncin,House,160000,2.0,100.0,Semi equipped,0.0,,,,,,100.0,100.0,2.0, Good,
7153,4130 MRY,Apartment,160000,3.0,105.0,Not installed,0.0,,1.0,84.0,1.0,40.0,105.0,,3.0, To renovate,
7154,4431 Loncin,Duplex,160000,2.0,100.0,Semi equipped,0.0,,,,,,100.0,,2.0, Good,
7155,1180 Uccle,Studio,160000,,,Installed,0.0,,1.0,30.0,,,,,3.0, Good,
7156,4430 Ans,Apartment,160000,3.0,,Semi equipped,0.0,,,,,,,,, Good,
7157,4960 Malmedy,House,160000,3.0,144.0,Installed,0.0,,1.0,13.0,,,144.0,90.0,2.0, Good,
7158,4000 Lige,House,160000,2.0,116.0,Installed,0.0,,,,,,116.0,,2.0, Good,
7159,1070 Anderlecht,Apartment,160000,1.0,,Installed,0.0,,1.0,8.0,,,,,4.0, Good,
7160,1050 Ixelles,Studio,160000,,40.0,Installed,0.0,,,,,,40.0,,2.0, Good,
7161,2100 Antwerpen,Duplex,160000,1.0,39.0,Installed,0.0,,,,,,39.0,,3.0, Just renovated,
7162,7640 Antoing,Apartment,160000,2.0,83.0,Installed,0.0,,,,,,83.0,,2.0, As new,
7163,3560 Lummen,Apartment,160000,1.0,53.0,Installed,0.0,,,,,,53.0,,3.0, To renovate,
7164,4900 Spa,House,160000,4.0,215.0,,0.0,,1.0,40.0,,,215.0,,2.0, To renovate,
7165,3590 Diepenbeek,Duplex,160000,1.0,65.0,Installed,0.0,,1.0,5.0,,,65.0,,2.0, As new,
7166,7020 NIMY MONS,Apartment,160000,2.0,,Installed,,,,,,,,,,,
7167,1430 REBECQ,House,160000,3.0,150.0,Semi equipped,0.0,,1.0,40.0,,,150.0,40.0,2.0, To renovate,
7168,1600 Sint-Pieters-Leeuw,Apartment,160000,2.0,58.0,Installed,0.0,,,,,,58.0,,3.0, To be done up,
7169,7500 Tournai,Apartment,160000,1.0,52.0,Installed,,,,,,,52.0,,2.0, Good,
7170,7800 Ath,House,160000,2.0,120.0,Semi equipped,0.0,,,,,,120.0,120.0,1.0, Just renovated,
7171,7340 Colfontaine,House,160000,3.0,178.0,Installed,0.0,,,,1.0,40.0,178.0,320.0,3.0, Good,
7172,8800 Roeselare,House,160000,3.0,131.0,Installed,0.0,,,,1.0,145.0,131.0,221.0,2.0, Good,
7173,6180 Courcelles,House,160000,2.0,90.0,,,,,,,,90.0,550.0,3.0, Good,
7174,7783 Bizet,Nouvelles constructions,160000,,,,,,,,,,,,,,
7175,8530 Harelbeke,Apartment,160000,1.0,74.0,,0.0,,1.0,12.0,1.0,30.0,74.0,,4.0, Good,
7176,3530 Houthalen,Apartment,160000,4.0,72.0,Installed,1.0,,,,,,72.0,,2.0, As new,
7177,7110 Maurage,House,160000,3.0,,,0.0,,1.0,17.0,,,,,, Good,
7178,7643 Fontenoy,House,160000,3.0,159.0,Semi equipped,0.0,,,,1.0,300.0,159.0,440.0,3.0, To be done up,
7179,7700 Mouscron,House,160000,,188.0,Not installed,0.0,,,,,,188.0,,2.0, Good,
7180,1180 Uccle,Studio,160000,,,USA semi equipped,0.0,,,,,,,,, Good,
7181,2140 Antwerpen,Apartment,160000,2.0,,Installed,0.0,,1.0,1.0,,,,,2.0, Good,
7182,6180 Courcelles,Apartment,160000,2.0,85.0,Installed,0.0,,,,,,85.0,,3.0, As new,
7183,6061 Charleroi,House,160000,2.0,,Installed,0.0,,,,,,,95.0,3.0, As new,
7184,6740 Etalle,House,160000,3.0,222.0,,0.0,,,,1.0,163.0,222.0,367.0,4.0, To restore,
7185,6041 Gosselies,Duplex,160000,4.0,140.0,Installed,0.0,,,,,,140.0,,3.0,,
7186,6041 Gosselies,Apartment,160000,1.0,68.0,Hyper equipped,0.0,,1.0,5.0,,,68.0,,, As new,
7187,7190 Ecaussinnes,House,160000,2.0,,,0.0,,,,1.0,81.0,,150.0,2.0,,
7188,8380 Zeebrugge,Apartment,160000,2.0,81.0,,0.0,,,,,,81.0,,2.0, Good,
7189,9060 Zelzate,Mixed-use building,160000,,113.0,,0.0,,,,,,113.0,75.0,3.0,,
7190,1070 Anderlecht,Apartment,160000,1.0,65.0,Installed,0.0,,1.0,8.0,,,65.0,,,,
7191,7331 Saint-Ghislain,House,160000,2.0,,Hyper equipped,0.0,,,,1.0,120.0,,250.0,2.0, Good,
7192,4030 Lige Grivegne,Apartment,160000,2.0,67.0,Installed,0.0,,,,,,67.0,,2.0, Just renovated,
7193,4000 Lige,House,160000,4.0,310.0,,0.0,,1.0,50.0,,,310.0,254.0,3.0, To renovate,
7194,3580 Beringen,House,160000,2.0,,,,,,,,,,,,,
7195,4432 Ans,Apartment,160000,2.0,68.0,,,,,,,,68.0,,2.0, As new,
7196,8790 Waregem,Apartment,160000,2.0,55.0,,0.0,,,,,,55.0,,2.0, Good,
7197,4800 ENSIVAL,House,160000,3.0,110.0,,,,1.0,14.0,1.0,60.0,110.0,105.0,2.0, To be done up,
7198,9260 Aalst,House,160000,2.0,135.0,Installed,0.0,,1.0,30.0,,,135.0,114.0,2.0, Good,
7199,7830 Silly,House,160000,3.0,150.0,Installed,0.0,,,,,,150.0,160.0,3.0, Good,
7200,7950 Chivres,Apartment,160000,2.0,73.0,Semi equipped,0.0,,1.0,5.0,,,73.0,,4.0,,
7201,8940 Wervik,House,160000,4.0,180.0,Installed,0.0,,,,,,180.0,139.0,, Good,
7202,4287 Racour,House,160000,3.0,135.0,Not installed,0.0,,1.0,10.0,,,135.0,215.0,2.0, To renovate,
7203,4420 Saint-Nicolas,House,160000,3.0,184.0,,,,,,,,184.0,407.0,4.0, To be done up,
7204,9400 Ninove,House,160000,3.0,146.0,Not installed,0.0,,,,,,146.0,110.0,2.0, To renovate,
7205,1060 Saint-Gilles,Apartment,160000,1.0,60.0,Semi equipped,0.0,,,,,,60.0,,2.0, Good,
7206,1082 Sint-Agatha-Berchem,Apartment,160000,1.0,54.0,Installed,,,1.0,8.0,,,54.0,,, As new,
7207,1703 Dilbeek Schepdaal,Apartment,160000,1.0,53.0,USA installed,0.0,,,,,,53.0,,2.0, Good,
7208,3400 Landen,Apartment,160000,2.0,84.0,Installed,0.0,,,,1.0,50.0,84.0,,3.0, Good,
7209,4800 Verviers,House,160000,6.0,,Installed,,,,,,,,145.0,2.0, To be done up,
7210,7500 Tournai,House,160000,2.0,140.0,Installed,,,,,,,140.0,164.0,2.0, To be done up,
7211,3730 Hoeselt,Apartment,160000,2.0,94.0,Installed,0.0,,1.0,16.0,,,94.0,,2.0, Good,
7212,4020 Lige 2,Apartment,160000,2.0,,,0.0,,,,,,,,, As new,
7213,7060 Soignies,House,160000,3.0,160.0,Not installed,0.0,,,,1.0,30.0,160.0,130.0,3.0, Good,
7214,9300 Aalst,House,160000,5.0,,USA semi equipped,,,,,1.0,20.0,,,2.0, To be done up,
7215,6791 Athus,Apartment,160000,2.0,,USA semi equipped,0.0,,,,,,,,2.0, Good,
7216,4100 Seraing,Town-house,160000,2.0,110.0,,,,1.0,16.0,,,110.0,215.0,3.0, To be done up,
7217,4800 Verviers,House,160000,5.0,175.0,Not installed,0.0,,,,1.0,298.0,175.0,407.0,2.0, Just renovated,
7218,4800 Verviers,Apartment block,160000,4.0,175.0,Not installed,0.0,,,,1.0,298.0,175.0,407.0,2.0, Just renovated,
7219,2800 Mechelen,Apartment,160000,1.0,55.0,USA installed,0.0,,,,,,55.0,,2.0, Good,
7220,4420 Tilleur,House,160000,2.0,145.0,Installed,,,,,,,145.0,100.0,3.0, Good,
7221,8530 Harelbeke,Apartment,160000,3.0,110.0,,0.0,,,,,,110.0,,, As new,
7222,9240 Zele,Apartment,160000,2.0,74.0,Installed,0.0,,1.0,3.0,,,74.0,,2.0,,
7223,9620 Zottegem,Apartment,160000,2.0,68.0,,0.0,,1.0,3.0,,,68.0,,2.0,,
7224,3800 Sint-Truiden,Apartment,160000,3.0,,Installed,0.0,,,,,,,,2.0, To be done up,
7225,6000 Charleroi,Apartment,160000,3.0,106.0,Installed,,,,,,,106.0,,, Good,
7226,7090 Braine-le-Comte,Apartment,160000,1.0,60.0,Installed,0.0,,,,,,60.0,,, Good,
7227,8380 Zeebrugge,Apartment,160000,2.0,60.0,,0.0,,,,,,60.0,,2.0, Good,
7228,8550 Zwevegem,Apartment,160000,2.0,,,,,,,,,,,, As new,
7229,8820 Torhout,Apartment,160000,1.0,72.0,Installed,0.0,,,,1.0,35.0,72.0,,3.0, Good,
7230,4287 Lincent,House,160000,2.0,130.0,Semi equipped,,,,,,,130.0,468.0,3.0, To renovate,
7231,5020 Malonne,House,160000,4.0,130.0,Semi equipped,0.0,,,,1.0,514.0,130.0,2670.0,3.0, To renovate,
7232,8647 Lo,House,160000,3.0,,Not installed,0.0,,,,,,,301.0,2.0, To renovate,
7233,4800 Lambermont,House,160000,3.0,146.0,,,,,,,,146.0,172.0,2.0, Good,
7234,1300 Wavre,Apartment,160000,2.0,70.0,,,,,,,,70.0,,, Good,
7235,1400 Nivelles,Apartment,160000,2.0,97.0,Semi equipped,,,,,,,97.0,,, To be done up,
7236,2300 Turnhout,Apartment,160000,2.0,,USA installed,0.0,,1.0,4.0,,,,,2.0,,
7237,8000 Brugge,New real estate project - Apartments,160000,,,,,,,,,,,,,,
7238,9880 Aalter,Residentie Damast - Bobijnstraat Sint Godelievest,160000,,,,,,,,,,,,,,
7239,7030 St-Symphorien,House,160000,3.0,140.0,Semi equipped,0.0,,1.0,16.0,1.0,450.0,140.0,585.0,2.0, Good,
7240,7063 Neufvilles,House,160000,3.0,90.0,Semi equipped,0.0,,,,,,90.0,1700.0,3.0, Good,
7241,7500 Tournai,Apartment,160000,1.0,54.0,Hyper equipped,0.0,,1.0,6.0,,,54.0,,,,
7242,1070 Anderlecht,Apartment,160000,2.0,65.0,,0.0,,,,,,65.0,,2.0, To be done up,
7243,7350 Hensies Thulin,House,160000,5.0,223.0,,0.0,,,,1.0,1600.0,223.0,2160.0,4.0, To renovate,
7244,4520 Wanze,House,160000,1.0,108.0,Installed,0.0,,,,1.0,480.0,108.0,670.0,3.0, To be done up,
7245,7080 Noirchain,House,160000,2.0,116.0,Installed,0.0,,1.0,12.0,,,116.0,290.0,3.0, Good,
7246,9060 Zelzate,House,160000,1.0,113.0,,0.0,,,,,,113.0,70.0,, Good,
7247,4500 Huy,Ground floor,160000,1.0,98.0,Installed,0.0,,,,,,98.0,,2.0, Just renovated,
7248,4100 Seraing,House,160000,2.0,128.0,,,,1.0,16.0,,,128.0,299.0,3.0, Good,
7249,7900 Leuze-En-Hainaut,House,160000,2.0,107.0,,0.0,,,,1.0,640.0,107.0,700.0,3.0, Just renovated,
7250,6600 Bastogne,Apartment,160000,2.0,101.0,Installed,,,,,,,101.0,,, Just renovated,
7251,8620 Nieuwpoort,Apartment,160000,1.0,56.0,Installed,0.0,,,,,,56.0,,, As new,
7252,7020 Nimy,House,160000,3.0,110.0,Installed,0.0,,1.0,7.0,,,110.0,50.0,2.0, As new,
7253,6600 Bastogne,House,160000,3.0,112.0,,,,,,,,112.0,,, As new,
7254,9700 Oudenaarde,Ground floor,160000,2.0,,,,,,,,,,,, Good,
7255,3840 Borgloon,House,160000,2.0,85.0,Installed,,,,,,,85.0,127.0,2.0,,
7256,2060 Antwerp,Apartment,160000,1.0,66.0,,,,,,,,66.0,,2.0, Good,
7257,5620 Florennes,House,160000,10.0,380.0,Not installed,0.0,,1.0,150.0,1.0,150.0,380.0,464.0,2.0,,
7258,1120 Bruxelles,Studio,160000,1.0,46.0,Installed,0.0,,1.0,7.0,,,46.0,,1.0, Good,
7259,6780 Messancy,Apartment,160000,2.0,83.0,,0.0,,,,,,83.0,,,,
7260,2270 Herenthout,House,160000,3.0,157.0,,0.0,,,,,,157.0,600.0,4.0, To renovate,
7261,7100 Haine-Saint-Pierre,House,160000,3.0,,,,,,,,,,250.0,2.0, Good,
7262,9051 Sint-Denijs-Westrem,Apartment,160000,1.0,70.0,,,,1.0,20.0,,,70.0,,, As new,
7263,6040 Jumet,House,160000,3.0,,Installed,0.0,,,,,,,495.0,2.0, To be done up,
7264,7160 Chapelle-lez-Herlaimont,House,160000,3.0,,Not installed,0.0,,,,1.0,460.0,,460.0,2.0, As new,
7265,7500 Tournai,Apartment,160000,2.0,81.0,,0.0,,,,,,81.0,,,,
7266,7904 TOURPES,La sablire,160000,,,,,,,,,,,,,,
7267,8500 Kortrijk,House,160000,4.0,127.0,,,,,,,,127.0,70.0,,,
7268,4830 Limbourg,House,160000,3.0,,,,,,,,,,200.0,3.0, To renovate,
7269,6031 Monceau-sur-Sambre,House,160000,2.0,,Installed,,,,,,,,,3.0, Good,
7270,8000 Brugge,House,160000,,30.0,,0.0,,,,,,30.0,30.0,3.0, To renovate,
7271,4040 Herstal,Apartment,160000,2.0,80.0,Installed,,,,,,,80.0,,, Good,
7272,8380 Zeebrugge,Apartment,160000,1.0,85.0,Installed,0.0,,1.0,10.0,,,85.0,,2.0, Good,
7273,2440 Geel,Duplex,160000,1.0,77.0,,0.0,,,,,,77.0,,2.0, Good,
7274,1083 Ganshoren,Apartment,160000,1.0,55.0,,0.0,,1.0,3.0,,,55.0,,2.0,,
7275,7390 Quaregnon,House,160000,3.0,129.0,Installed,,,1.0,33.0,,,129.0,210.0,2.0, Good,
7276,6200 Chatelet,Apartment block,160000,2.0,155.0,Installed,0.0,,,,,,155.0,,2.0,,
7277,6887 Herbeumont,House,160000,3.0,,,,,,,,,,636.0,3.0,,
7278,7012 Jemappes,House,160000,4.0,154.0,,,,,,,,154.0,,4.0,,
7279,7141 Carnires,House,160000,3.0,,,,,,,,,,325.0,2.0,,
7280,7604 Callenelle,House,160000,2.0,110.0,Installed,0.0,,,,,,110.0,790.0,3.0,,
7281,4041 Vottem,House,160000,2.0,,Installed,,,,,,,,,,,
7282,5190 Jemeppe-sur-Sambre,House,160000,4.0,,,,,,,,,,,2.0,,
7283,6500 Beaumont,House,160000,4.0,,,,,,,,,,195.0,2.0, To renovate,
7284,7390 Quaregnon,House,160000,3.0,130.0,Not installed,,,,,,,130.0,337.0,3.0, To be done up,
7285,7330 Saint-Ghislain,House,160000,2.0,,,,,,,,,,241.0,,,
7286,9400 Ninove,Apartment,160000,1.0,,,0.0,,,,,,,,2.0,,
7287,6500 Beaumont,House,160000,3.0,,Installed,0.0,,,,,,,,3.0, As new,
7288,5630 Daussois,House,160000,,200.0,Not installed,0.0,,,,,,200.0,1074.0,3.0,,
7289,6200 Chtelet,House,160000,5.0,,,,,,,,,,,,,
7290,7020 Nimy,House,160000,3.0,,,,,,,,,,,,,
7291,6220 Lambusart,House,160000,3.0,,,,,,,,,,,,,
